NCBI_GeneID,Gene_Type,Ortholog_Num,Dmel ID,Type,Result Type
LOC120284516,snoRNA,1.0,['LOC3772210'],[1],1
LOC120284517,snoRNA,1.0,['LOC3771777'],[1],1
LOC120284518,snoRNA,1.0,['LOC3772141'],[1],1
LOC120284519,snoRNA,1.0,['LOC3772621'],[1],1
LOC120284521,snoRNA,1.0,['LOC5740461'],[1],1
LOC120284522,snoRNA,1.0,['LOC5740532'],[1],1
LOC120284527,snoRNA,1.0,['LOC5740524'],[1],1
LOC120284528,snoRNA,1.0,['LOC5740711'],[1],1
LOC120284529,snoRNA,1.0,['LOC5740202'],[1],1
LOC120284530,snoRNA,1.0,['LOC5740291'],[1],1
LOC120284532,snoRNA,1.0,['LOC5740703'],[1],1
LOC120284533,snoRNA,1.0,['LOC5740810'],[1],1
LOC120284534,snoRNA,1.0,['LOC5740739'],[1],1
LOC120284535,snoRNA,1.0,['LOC3772227'],[1],1
LOC120284536,snoRNA,1.0,['LOC5740302'],[1],1
LOC120284537,snoRNA,1.0,['LOC5740684'],[1],1
LOC120284538,snoRNA,1.0,['LOC5740741'],[1],1
LOC120284539,snoRNA,1.0,['LOC5740182'],[1],1
LOC120284540,snoRNA,1.0,['LOC5740797'],[1],1
LOC120284541,snoRNA,1.0,['LOC5740363'],[1],1
LOC120284543,snoRNA,1.0,['LOC5740438'],[1],1
LOC120284544,snoRNA,1.0,['LOC5740456'],[1],1
LOC120284545,ncRNA,1.0,['LOC12798070'],[1],1
LOC120284546,ncRNA,1.0,['LOC12798416'],[1],1
LOC120284696,PROTEIN_CODING,1.0,['LOC39784'],[1],1
LOC120284697,ncRNA,1.0,['LOC12797918'],[1],1
LOC120284703,PROTEIN_CODING,1.0,['LOC38127'],"[2, 1]",1
LOC120284707,PROTEIN_CODING,1.0,['LOC39877388'],[1],1
LOC120284708,ncRNA,1.0,['LOC19835416'],[1],1
LOC120284709,ncRNA,1.0,['LOC19834999'],[1],1
LOC120284742,ncRNA,1.0,['LOC19835158'],[1],1
LOC120284744,ncRNA,1.0,['LOC14462876'],[1],1
LOC120284748,PROTEIN_CODING,1.0,['LOC8674058'],[1],1
LOC120284749,ncRNA,1.0,['LOC14462858'],[1],1
LOC120284751,ncRNA,1.0,['LOC12797933'],[1],1
LOC120284754,PROTEIN_CODING,1.0,['LOC326194'],[1],1
LOC120284760,ncRNA,1.0,['LOC19834974'],[1],1
LOC120284761,PROTEIN_CODING,1.0,['LOC54520455'],[1],1
LOC120284766,ncRNA,1.0,['LOC19835953'],[1],1
LOC120284773,PROTEIN_CODING,1.0,['LOC54520427'],[1],1
LOC120284775,PROTEIN_CODING,1.0,['LOC39977'],[1],1
LOC120284781,ncRNA,1.0,['LOC19835620'],[1],1
LOC120284786,PROTEIN_CODING,1.0,['LOC54520451'],[1],1
LOC120284790,PROTEIN_CODING,1.0,['LOC54520440'],[1],1
LOC120284791,PROTEIN_CODING,1.0,['LOC26067038'],[1],1
LOC120284793,ncRNA,1.0,['LOC19835813'],[1],1
LOC120284794,PROTEIN_CODING,1.0,['LOC12798428'],[1],1
LOC120284799,ncRNA,1.0,['LOC19835951'],[1],1
LOC120284801,PROTEIN_CODING,1.0,['LOC8674014'],[1],1
LOC120284806,PROTEIN_CODING,1.0,['LOC26067039'],[1],1
LOC120284814,PROTEIN_CODING,1.0,['LOC40134'],"[1, 2]",1
LOC120284816,ncRNA,1.0,['LOC19835183'],[1],1
LOC120284822,PROTEIN_CODING,1.0,['LOC34815'],[1],1
LOC120284825,PROTEIN_CODING,1.0,['LOC317916'],[1],1
LOC120284836,PROTEIN_CODING,1.0,['LOC2769007'],[1],1
LOC120284838,ncRNA,1.0,['LOC19835435'],[1],1
LOC120284846,PROTEIN_CODING,1.0,['LOC54520452'],[1],1
LOC120284851,snRNA,1.0,['LOC3772091'],[1],1
LOC120284852,snoRNA,1.0,['LOC5740611'],[1],1
LOC120284853,snoRNA,1.0,['LOC5740295'],[1],1
LOC120284855,snoRNA,1.0,['LOC5740800'],[1],1
LOC120284856,snoRNA,1.0,['LOC5740641'],[1],1
LOC120284858,snoRNA,1.0,['LOC5740409'],[1],1
LOC120284859,snoRNA,1.0,['LOC5740184'],[1],1
LOC120284860,snoRNA,1.0,['LOC5740785'],[1],1
LOC120284861,snoRNA,1.0,['LOC5740578'],[1],1
LOC120284862,snRNA,1.0,['LOC3771995'],[1],1
LOC120284863,snoRNA,1.0,['LOC5740229'],[1],1
LOC120284864,snoRNA,1.0,['LOC5740821'],[1],1
LOC120284865,snoRNA,1.0,['LOC5740268'],[1],1
LOC120284866,snoRNA,1.0,['LOC5740754'],[1],1
LOC120284867,snoRNA,1.0,['LOC5740246'],[1],1
LOC120284868,snoRNA,1.0,['LOC3771757'],[1],1
LOC120284869,snRNA,1.0,['LOC4379906'],[1],1
LOC120284870,snoRNA,1.0,['LOC5740171'],[1],1
LOC120284871,snoRNA,1.0,['LOC5740343'],[1],1
LOC120284872,ncRNA,1.0,['LOC12798435'],[1],1
LOC120284873,snRNA,1.0,['LOC3772175'],[1],1
LOC120284874,snoRNA,1.0,['LOC3771811'],[1],1
LOC120284875,snoRNA,1.0,['LOC5740381'],[1],1
LOC120284921,PROTEIN_CODING,1.0,['LOC8674044'],"[2, 1]",1
LOC120284922,PROTEIN_CODING,1.0,['LOC54520447'],[1],1
LOC120284925,PROTEIN_CODING,1.0,['LOC54520449'],[1],1
LOC120284931,PROTEIN_CODING,1.0,['LOC19836048'],[1],1
LOC120284932,ncRNA,1.0,['LOC19835780'],[1],1
LOC120284933,ncRNA,1.0,['LOC19835438'],[1],1
LOC120284936,ncRNA,1.0,['LOC19836018'],[1],1
LOC120284945,ncRNA,1.0,['LOC26067436'],[1],1
LOC120284946,ncRNA,1.0,['LOC3772547'],[1],1
LOC120284949,PROTEIN_CODING,1.0,['LOC3355064'],"[2, 1]",1
LOC120284956,PROTEIN_CODING,1.0,['LOC14462470'],[1],1
LOC120284957,PROTEIN_CODING,1.0,['LOC41929'],[1],1
LOC120284963,PROTEIN_CODING,1.0,['LOC14462437'],[1],1
LOC120284964,ncRNA,1.0,['LOC26067452'],[1],1
LOC120284966,ncRNA,1.0,['LOC39877396'],[1],1
LOC120284972,PROTEIN_CODING,1.0,['LOC43121'],[1],1
LOC120284974,PROTEIN_CODING,1.0,['LOC318905'],"[1, 2]",1
LOC120284976,PROTEIN_CODING,1.0,['LOC41006'],[1],1
LOC120284977,ncRNA,1.0,['LOC12798267'],[1],1
LOC120284979,ncRNA,1.0,['LOC12798065'],[1],1
LOC120284980,PROTEIN_CODING,1.0,['LOC41348'],[1],1
LOC120284991,PROTEIN_CODING,1.0,['LOC19834873'],[1],1
LOC120285002,PROTEIN_CODING,1.0,['LOC26067361'],[1],1
LOC120285021,ncRNA,1.0,['LOC19836184'],[1],1
LOC120285023,PROTEIN_CODING,1.0,['LOC54520429'],[1],1
LOC120285027,ncRNA,1.0,['LOC14462448'],[1],1
LOC120285029,ncRNA,1.0,['LOC43040'],[1],1
LOC120285031,PROTEIN_CODING,1.0,['LOC54520442'],[1],1
LOC120285036,ncRNA,1.0,['LOC14462499'],[1],1
LOC120285037,PROTEIN_CODING,1.0,['LOC318794'],[1],1
LOC120285040,ncRNA,1.0,['LOC12798076'],[1],1
LOC120285042,PROTEIN_CODING,1.0,['LOC19835450'],[1],1
LOC120285045,PROTEIN_CODING,1.0,['LOC41143'],[1],1
LOC120285054,PROTEIN_CODING,1.0,['LOC33359'],[1],1
LOC120285055,ncRNA,1.0,['LOC19834979'],[1],1
LOC120285056,ncRNA,1.0,['LOC19835662'],[1],1
LOC120285057,PROTEIN_CODING,1.0,['LOC40574'],[1],1
LOC120285064,PROTEIN_CODING,1.0,['LOC12798278'],[1],1
LOC120285066,PROTEIN_CODING,1.0,['LOC30522393'],[1],1
LOC120285079,ncRNA,1.0,['LOC19835480'],[1],1
LOC120285096,PROTEIN_CODING,1.0,['LOC41634'],[1],1
LOC120285097,PROTEIN_CODING,1.0,['LOC41635'],[1],1
LOC120285099,PROTEIN_CODING,1.0,['LOC19834892'],[1],1
LOC120285101,ncRNA,1.0,['LOC19835586'],[1],1
LOC120285103,snRNA,1.0,['LOC3771770'],"[2, 2, 2, 2, 1, 2, 2]",1
LOC120285104,snRNA,1.0,['LOC3771770'],"[2, 2, 2, 1, 2, 2, 2]",1
LOC120285105,snRNA,1.0,['LOC3771770'],"[2, 2, 1, 2, 2, 2, 2]",1
LOC120285109,snoRNA,1.0,['LOC5740729'],[1],1
LOC120285110,snoRNA,1.0,['LOC5740666'],[1],1
LOC120285111,snoRNA,1.0,['LOC3772055'],[1],1
LOC120285112,snoRNA,1.0,['LOC5740770'],[1],1
LOC120285114,snoRNA,1.0,['LOC5740792'],[1],1
LOC120285115,snoRNA,1.0,['LOC5740236'],[1],1
LOC120285116,snRNA,1.0,['LOC12798231'],[1],1
LOC120285117,snoRNA,1.0,['LOC5740862'],[1],1
LOC120285118,snoRNA,1.0,['LOC5740250'],[1],1
LOC120285120,snoRNA,1.0,['LOC3772530'],[1],1
LOC120285121,ncRNA,1.0,['LOC12798083'],[1],1
LOC120285124,snRNA,1.0,['LOC3771770'],"[2, 1, 2, 2, 2, 2, 2]",1
LOC120285207,PROTEIN_CODING,1.0,['LOC54520456'],[1],1
LOC120285211,ncRNA,1.0,['LOC19835575'],"[2, 1]",1
LOC120285218,ncRNA,1.0,['LOC14462355'],[1],1
LOC120285227,ncRNA,1.0,['LOC19835656'],[1],1
LOC120285231,PROTEIN_CODING,1.0,['LOC318108'],[1],1
LOC120285233,PROTEIN_CODING,1.0,['LOC8674098'],[1],1
LOC120285236,PROTEIN_CODING,1.0,['LOC54520454'],[1],1
LOC120285246,PROTEIN_CODING,1.0,['LOC30522396'],[1],1
LOC120285247,ncRNA,1.0,['LOC14462388'],[1],1
LOC120285248,PROTEIN_CODING,1.0,['LOC326182'],"[1, 2]",1
LOC120285250,ncRNA,1.0,['LOC12798097'],[1],1
LOC120285254,PROTEIN_CODING,1.0,['LOC32276'],[1],1
LOC120285277,PROTEIN_CODING,1.0,['LOC44889'],[1],1
LOC120285284,ncRNA,1.0,['LOC14462376'],[1],1
LOC120285290,PROTEIN_CODING,1.0,['LOC14462757'],[1],1
LOC120285296,PROTEIN_CODING,1.0,['LOC33058'],[1],1
LOC120285303,PROTEIN_CODING,1.0,['LOC19835236'],[1],1
LOC120285305,ncRNA,1.0,['LOC26067555'],[1],1
LOC120285306,ncRNA,1.0,['LOC19835811'],[1],1
LOC120285307,PROTEIN_CODING,1.0,['LOC8674106'],[1],1
LOC120285318,PROTEIN_CODING,1.0,['LOC49952'],"[1, 2]",1
LOC120285322,PROTEIN_CODING,1.0,['LOC2768871'],[1],1
LOC120285323,PROTEIN_CODING,1.0,['LOC33754'],[1],1
LOC120285324,PROTEIN_CODING,1.0,['LOC54520432'],[1],1
LOC120285325,PROTEIN_CODING,1.0,['LOC30522395'],[1],1
LOC120285329,ncRNA,1.0,['LOC19835789'],[1],1
LOC120285330,PROTEIN_CODING,1.0,['LOC32502'],[1],1
LOC120285336,PROTEIN_CODING,1.0,['LOC54520444'],[1],1
LOC120285350,PROTEIN_CODING,1.0,['LOC19835072'],"[1, 2]",1
LOC120285352,ncRNA,1.0,['LOC19834946'],[1],1
LOC120285356,PROTEIN_CODING,1.0,['LOC32479'],[1],1
LOC120285371,PROTEIN_CODING,1.0,['LOC34818'],[1],1
LOC120285373,PROTEIN_CODING,1.0,['LOC10178809'],"[2, 1, 2]",1
LOC120285374,PROTEIN_CODING,1.0,['LOC10178809'],"[1, 2, 2]",1
LOC120285385,PROTEIN_CODING,1.0,['LOC32999'],[1],1
LOC120285386,PROTEIN_CODING,1.0,['LOC30522400'],[1],1
LOC120285388,ncRNA,1.0,['LOC12798093'],[1],1
LOC120285400,snRNA,1.0,['LOC3772126'],"[1, 2, 2]",1
LOC120285401,snoRNA,1.0,['LOC5740172'],[1],1
LOC120285402,snoRNA,1.0,['LOC5740768'],[1],1
LOC120285403,snoRNA,1.0,['LOC5740326'],[1],1
LOC120285405,snoRNA,1.0,['LOC3772235'],[1],1
LOC120285406,snoRNA,1.0,['LOC5740647'],[1],1
LOC120285408,snoRNA,1.0,['LOC5740865'],[1],1
LOC120285409,snoRNA,1.0,['LOC5740198'],[1],1
LOC120285410,snoRNA,1.0,['LOC3772532'],[1],1
LOC120285413,snoRNA,1.0,['LOC3772672'],[1],1
LOC120285414,snoRNA,1.0,['LOC5740538'],[1],1
LOC120285467,PROTEIN_CODING,1.0,['LOC50363'],"[2, 1, 2]",1
LOC120285579,PROTEIN_CODING,1.0,['LOC32229'],[1],1
LOC120285782,PROTEIN_CODING,1.0,['LOC26067065'],[1],1
LOC120285814,ncRNA,1.0,['LOC19834829'],[1],1
LOC120285816,PROTEIN_CODING,1.0,['LOC8674051'],[1],1
LOC120285817,PROTEIN_CODING,1.0,['LOC8674007'],[1],1
LOC120285818,PROTEIN_CODING,1.0,['LOC54520434'],[1],1
LOC120285820,PROTEIN_CODING,1.0,['LOC30522398'],[1],1
LOC120285825,ncRNA,1.0,['LOC19836173'],[1],1
LOC120285826,PROTEIN_CODING,1.0,['LOC12797992'],[1],1
LOC120285827,ncRNA,1.0,['LOC12797993'],[1],1
LOC120285831,ncRNA,1.0,['LOC26067515'],[1],1
LOC120285833,ncRNA,1.0,['LOC12798533'],[1],1
LOC123327013,PROTEIN_CODING,1.0,['LOC50188'],[1],1
LOC123327015,PROTEIN_CODING,1.0,['LOC43168'],[1],1
LOC123327016,PROTEIN_CODING,1.0,['LOC19835181'],[1],1
LOC123327017,PROTEIN_CODING,1.0,['LOC31323'],[1],1
LOC123327018,PROTEIN_CODING,1.0,['LOC2768996'],[1],1
LOC123327020,PROTEIN_CODING,1.0,['LOC10178950'],[1],1
LOC123327021,PROTEIN_CODING,1.0,['LOC326171'],[1],1
LOC123327022,PROTEIN_CODING,1.0,['LOC7354414'],[1],1
LOC123327023,PROTEIN_CODING,1.0,['LOC8673993'],[1],1
LOC123327024,PROTEIN_CODING,1.0,['LOC31697'],[1],1
LOC123327025,PROTEIN_CODING,1.0,['LOC44233'],[1],1
LOC123327028,PROTEIN_CODING,1.0,['LOC326187'],[1],1
LOC123327030,PROTEIN_CODING,1.0,['LOC41598'],[1],1
LOC123327032,PROTEIN_CODING,1.0,['LOC41114'],[1],1
LOC123327033,PROTEIN_CODING,1.0,['LOC10178805'],[1],1
LOC123327034,PROTEIN_CODING,1.0,['LOC36753'],[1],1
LOC123327039,ncRNA,1.0,['LOC19834780'],[1],1
LOC123327040,ncRNA,1.0,['LOC34188'],[1],1
LOC123327044,PROTEIN_CODING,1.0,['LOC12798551'],[1],1
LOC123327047,ncRNA,1.0,['LOC19835582'],[1],1
LOC123327053,ncRNA,1.0,['LOC12798131'],[1],1
LOC123327056,ncRNA,1.0,['LOC35086'],[1],1
LOC123327058,ncRNA,1.0,['LOC36245'],[1],1
LOC123327079,ncRNA,1.0,['LOC19835303'],[1],1
LOC123327083,ncRNA,1.0,['LOC19836002'],[1],1
LOC123327092,ncRNA,1.0,['LOC19834746'],[1],1
LOC123327099,ncRNA,1.0,['LOC251466'],[1],1
LOC123327111,ncRNA,1.0,['LOC19835980'],[1],1
LOC123327117,ncRNA,1.0,['LOC19835058'],[1],1
LOC123327118,PROTEIN_CODING,1.0,['LOC50210'],[1],1
LOC123327132,ncRNA,1.0,['LOC8673989'],[1],1
LOC123327134,ncRNA,1.0,['LOC54520510'],[1],1
LOC123327135,ncRNA,1.0,['LOC8673975'],[1],1
LOC123327145,PROTEIN_CODING,1.0,['LOC30522410'],[1],1
LOC123327148,ncRNA,1.0,['LOC19836024'],[1],1
LOC123327168,PROTEIN_CODING,1.0,['LOC2768958'],[1],1
LOC123327169,ncRNA,1.0,['LOC26067141'],[1],1
LOC123327182,ncRNA,1.0,['LOC19835003'],[1],1
LOC123327188,ncRNA,1.0,['LOC26067509'],[1],1
LOC123327205,ncRNA,1.0,['LOC19835764'],[1],1
LOC123327211,ncRNA,1.0,['LOC19835987'],[1],1
LOC123327213,ncRNA,1.0,['LOC19835674'],[1],1
LOC123327217,ncRNA,1.0,['LOC26067307'],[1],1
LOC123327223,ncRNA,1.0,['LOC26067152'],[1],1
LOC123327225,ncRNA,1.0,['LOC19836131'],[1],1
LOC123327230,PROTEIN_CODING,1.0,['LOC40119'],[1],1
LOC123327235,ncRNA,1.0,['LOC12798374'],[1],1
LOC123327238,ncRNA,1.0,['LOC12798562'],[1],1
LOC123327240,PROTEIN_CODING,1.0,['LOC117477'],[1],1
LOC123327241,ncRNA,1.0,['LOC19835357'],[1],1
LOC123327242,ncRNA,1.0,['LOC26067411'],[1],1
LOC123327250,ncRNA,1.0,['LOC14462698'],[1],1
LOC123327256,ncRNA,1.0,['LOC12798284'],[1],1
LOC123327258,ncRNA,1.0,['LOC19835819'],[1],1
LOC123327267,PROTEIN_CODING,1.0,['LOC10178888'],[1],1
LOC123327270,ncRNA,1.0,['LOC26067124'],[1],1
LOC123327271,ncRNA,1.0,['LOC26067441'],[1],1
LOC123327275,ncRNA,1.0,['LOC14462808'],[1],1
LOC123327278,ncRNA,1.0,['LOC26067121'],[1],1
LOC123327287,ncRNA,1.0,['LOC19835433'],[1],1
LOC123327289,PROTEIN_CODING,1.0,['LOC40759'],[1],1
LOC123327290,PROTEIN_CODING,1.0,['LOC48336'],[1],1
LOC123327292,ncRNA,1.0,['LOC19836075'],[1],1
LOC123327295,ncRNA,1.0,['LOC10178865'],[1],1
LOC123327301,PROTEIN_CODING,1.0,['LOC40772'],[1],1
LOC123327310,ncRNA,1.0,['LOC19834957'],[1],1
LOC123327319,ncRNA,1.0,['LOC19835454'],[1],1
LOC123327331,ncRNA,1.0,['LOC76382457'],[1],1
LOC123327335,ncRNA,1.0,['LOC19835358'],[1],1
LOC123327344,PROTEIN_CODING,1.0,['LOC32338'],[1],1
LOC123327350,ncRNA,1.0,['LOC19835322'],[1],1
LOC123327351,ncRNA,1.0,['LOC19835682'],[1],1
LOC123327356,PROTEIN_CODING,1.0,['LOC318223'],[1],1
LOC123327361,PROTEIN_CODING,1.0,['LOC3771960'],[1],1
LOC123327366,ncRNA,1.0,['LOC19835485'],[1],1
LOC123327369,ncRNA,1.0,['LOC14462392'],[1],1
LOC123327390,ncRNA,1.0,['LOC19835374'],[1],1
LOC123327418,PROTEIN_CODING,1.0,['LOC50196'],[1],1
LOC123327473,PROTEIN_CODING,1.0,['LOC318970'],[1],1
LOC123327478,ncRNA,1.0,['LOC19835094'],[1],1
LOC123327480,PROTEIN_CODING,1.0,['LOC318906'],[1],1
LOC123327485,PROTEIN_CODING,1.0,['LOC35049'],[1],1
LOC27206138,PROTEIN_CODING,1.0,['LOC35804'],[1],1
LOC27206139,PROTEIN_CODING,1.0,['LOC35798'],[1],1
LOC27206140,PROTEIN_CODING,1.0,['LOC8674068'],[1],1
LOC27206141,PROTEIN_CODING,1.0,['LOC246579'],[1],1
LOC27206142,PROTEIN_CODING,1.0,['LOC35728'],[1],1
LOC27206144,PROTEIN_CODING,1.0,['LOC5740103'],[1],1
LOC27206145,PROTEIN_CODING,1.0,['LOC50147'],[1],1
LOC27206146,PROTEIN_CODING,1.0,['LOC35494'],[1],1
LOC27206147,PROTEIN_CODING,1.0,['LOC35504'],[1],1
LOC27206148,PROTEIN_CODING,1.0,['LOC5740219'],[1],1
LOC27206149,PROTEIN_CODING,1.0,['LOC246585'],[1],1
LOC27206150,PROTEIN_CODING,1.0,['LOC12798088'],[1],1
LOC27206151,PROTEIN_CODING,1.0,['LOC35751'],[1],1
LOC27206152,PROTEIN_CODING,1.0,['LOC246577'],[1],1
LOC27206155,PROTEIN_CODING,1.0,['LOC35881'],[1],1
LOC27206156,PROTEIN_CODING,1.0,['LOC35958'],[1],1
LOC27206158,PROTEIN_CODING,1.0,['LOC36099'],"[2, 1]",1
LOC27206159,PROTEIN_CODING,1.0,['LOC53433'],[1],1
LOC27206160,PROTEIN_CODING,1.0,['LOC36235'],[1],1
LOC27206161,PROTEIN_CODING,1.0,['LOC36271'],[1],1
LOC27206162,PROTEIN_CODING,1.0,['LOC36297'],[1],1
LOC27206163,PROTEIN_CODING,1.0,['LOC36347'],[1],1
LOC27206164,PROTEIN_CODING,1.0,['LOC36355'],[1],1
LOC27206165,PROTEIN_CODING,1.0,['LOC36363'],[1],1
LOC27206166,PROTEIN_CODING,1.0,['LOC50228'],[1],1
LOC27206167,PROTEIN_CODING,1.0,['LOC36504'],[1],1
LOC27206168,PROTEIN_CODING,1.0,['LOC36509'],[1],1
LOC27206169,PROTEIN_CODING,1.0,['LOC3772655'],[1],1
LOC27206170,PROTEIN_CODING,1.0,['LOC36556'],[1],1
LOC27206171,PROTEIN_CODING,1.0,['LOC5740713'],[1],1
LOC27206173,PROTEIN_CODING,1.0,['LOC10178840'],[1],1
LOC27206174,PROTEIN_CODING,1.0,['LOC36814'],[1],1
LOC27206175,PROTEIN_CODING,1.0,['LOC44154'],[1],1
LOC27206176,PROTEIN_CODING,1.0,['LOC36964'],[1],1
LOC27206177,PROTEIN_CODING,1.0,['LOC37039'],[1],1
LOC27206178,PROTEIN_CODING,1.0,['LOC37081'],[1],1
LOC27206179,PROTEIN_CODING,1.0,['LOC246465'],[1],1
LOC27206180,PROTEIN_CODING,1.0,['LOC44855'],[1],1
LOC27206181,PROTEIN_CODING,1.0,['LOC2768852'],[1],1
LOC27206182,PROTEIN_CODING,1.0,['LOC37249'],[1],1
LOC27206184,PROTEIN_CODING,1.0,['LOC37277'],[1],1
LOC27206185,PROTEIN_CODING,1.0,['LOC59232'],[1],1
LOC27206187,PROTEIN_CODING,1.0,['LOC37516'],[1],1
LOC27206188,PROTEIN_CODING,1.0,['LOC37527'],[1],1
LOC27206189,PROTEIN_CODING,1.0,['LOC5740599'],[1],1
LOC27206190,PROTEIN_CODING,1.0,['LOC5740805'],[1],1
LOC27206191,PROTEIN_CODING,1.0,['LOC37699'],[1],1
LOC27206192,PROTEIN_CODING,1.0,['LOC246500'],[1],1
LOC27206193,PROTEIN_CODING,1.0,['LOC37972'],[1],1
LOC27206194,PROTEIN_CODING,1.0,['LOC10178927'],[1],1
LOC27206195,PROTEIN_CODING,1.0,['LOC37974'],[1],1
LOC27206196,PROTEIN_CODING,1.0,['LOC37991'],[1],1
LOC27206198,PROTEIN_CODING,1.0,['LOC8674042'],"[2, 1]",1
