NCBI GeneID,Transcript Accession,Transcript_length
3354888,NM_001110880.2,1412
35540,NM_001169590.2,8415
35540,NM_165461.3,5108
35540,NM_165463.2,5233
35540,NM_165464.3,4984
35540,NM_165462.2,3740
35540,NM_165465.3,4092
35851,NM_078937.4,5521
43767,NM_001258473.1,5191
43767,NM_001258472.2,4874
43767,NM_079878.5,4941
33529,NM_001273063.1,3262
33529,NM_057669.3,2691
42549,NM_001144621.3,10696
42549,NM_079712.6,10706
42549,NM_001144622.2,9997
42549,NM_001144623.2,10063
35047,NM_165217.3,2489
35047,NM_165218.3,2833
35047,NM_001169530.1,2504
35047,NM_001169529.1,2590
35047,NM_165219.2,4724
35047,NM_001299085.1,4481
43222,NM_079794.3,5129
43222,NM_001276066.2,5129
43222,NM_170287.3,4710
34119,NM_057407.4,992
34119,NM_164799.2,1109
33753,NM_175975.2,2846
33753,NM_175976.2,2885
33753,NM_175977.2,3129
33753,NM_175978.2,3616
40358,NM_079475.3,2462
37655,NM_001299823.1,2368
37655,NM_079092.3,2097
37655,NM_001038878.2,1883
26067080,NM_001273529.2,2285
26067080,NM_165103.3,2241
26067080,NM_001316393.1,2195
41066,NM_206464.3,2869
41066,NM_169248.4,2869
35007,NM_165190.4,7341
35007,NM_165181.3,6671
35007,NM_165182.3,6671
35007,NM_165183.3,6671
35007,NM_001259119.2,6671
35007,NM_165185.3,6671
35007,NM_165186.3,6671
35007,NM_001169519.2,6735
35007,NM_165187.3,6671
35007,NM_165188.3,6671
35007,NM_078863.6,6671
35007,NM_165191.3,7173
35007,NM_165192.4,7173
35007,NM_001169521.2,6735
35007,NM_165189.3,6671
35007,NM_001169520.3,6833
35007,NM_001259122.1,6895
35007,NM_001259120.1,6826
35007,NM_001316398.1,6826
35007,NM_165184.3,6813
35007,NM_001259121.2,6621
36810,NM_057242.5,3718
31521,NM_001297986.1,2863
31521,NM_001014726.2,2252
31521,NM_001014725.2,1928
31521,NM_167053.2,1637
31521,NM_078497.4,2653
3772180,NM_001031891.3,5964
3772180,NM_001272374.1,5164
3772180,NM_167114.2,5164
3772180,NM_001169215.2,4077
3772180,NM_001272375.2,4077
3772180,NM_001031893.2,4309
3772180,NM_001169217.2,3738
3772180,NM_167111.3,2892
3772180,NM_167112.2,3097
3772180,NM_167117.2,3263
3772180,NM_001272376.1,3317
3772180,NM_167116.2,3227
3772180,NM_167113.3,2863
3772180,NM_167115.3,2933
3772180,NM_001031892.2,2758
3772180,NM_001316622.1,1776
3772180,NM_001169218.3,1800
3772180,NM_001031894.1,1854
3772180,NM_167118.2,2020
3772180,NM_001272377.1,2068
3772180,NM_001169216.2,2112
3772180,NM_167110.3,1886
3772180,NM_001169219.1,1910
3772180,NM_001031895.1,2130
3772180,NM_080052.4,1515
38168,NM_001274326.1,3000
38168,NM_079159.3,2531
39251,NM_057387.5,735
30982,NM_057455.3,1438
42896,NM_001260355.2,7973
42896,NM_001275980.1,7714
42896,NM_001043286.2,7672
42896,NM_079756.3,7543
31248,NM_057366.5,2929
31248,NM_206613.3,3218
31248,NM_166948.4,4244
31248,NM_206614.3,3091
31248,NM_166947.3,3055
31248,NM_057367.5,2847
31248,NM_206615.2,3021
31248,NM_134278.3,3110
31248,NM_001169178.1,3182
31248,NM_001042794.4,5004
31248,NM_206612.3,3174
31248,NM_001169179.1,2166
31248,NM_001414067.1,2967
31248,NM_206611.2,2745
31248,NM_001272264.1,4499
31248,NM_001272263.1,4750
31248,NM_057368.5,4805
31248,NM_001103400.2,2903
31248,NM_001414068.1,3347
42037,NM_001260216.2,5269
42037,NM_057345.5,4458
42037,NM_001170161.2,4559
42037,NM_169733.5,3935
34881,NM_057520.4,2950
34881,NM_001299019.1,2633
35977,NM_001414094.1,11924
35977,NM_001259299.3,11909
35977,NM_001414096.1,10574
35977,NM_001414097.1,10580
35977,NM_001414098.1,10541
35977,NM_001414095.1,9973
35977,NM_001273897.2,9436
35977,NM_165677.4,9679
35977,NM_001103771.4,9435
35977,NM_001259301.2,6448
35977,NM_001259300.2,6226
35977,NM_206063.3,6072
35977,NM_001043070.1,5562
35977,NM_001259298.2,5590
45307,NM_080073.3,3817
45307,NM_001274907.1,3817
33473,NM_001298639.1,5872
33473,NM_164502.2,5110
33473,NM_205897.2,5196
33473,NM_164501.2,3987
33473,NM_001298638.1,3990
33473,NM_078736.3,3993
33473,NM_001370000.1,4593
33473,NM_001273036.1,4548
35097,NM_165250.4,3336
35097,NM_001299109.1,3265
35097,NM_165249.4,2952
35097,NM_001299110.1,2422
35097,NM_001103704.3,4084
35097,NM_001169534.3,2567
35097,NM_001103703.2,2671
41957,NM_001300425.1,4869
41957,NM_169706.2,3714
41957,NM_169707.2,3649
41957,NM_169705.2,3649
41957,NM_001300424.1,3301
30981,NM_057476.3,917
38995,NM_001014577.2,2335
38995,NM_079253.4,2139
42297,NM_057310.4,2349
42297,NM_001275794.1,2292
42367,NM_079683.3,1588
32078,NM_078563.3,2844
34924,NM_165125.3,3703
34924,NM_165124.3,3946
34924,NM_057612.5,3856
34924,NM_057611.5,3653
34924,NM_001259108.2,3363
34924,NM_165123.3,3491
42428,NM_001275828.1,3830
42428,NM_206520.2,3852
42428,NM_001275830.1,4023
42428,NM_206521.2,3873
42428,NM_169900.3,3595
42428,NM_001014643.2,3616
42428,NM_001275829.1,3879
42428,NM_169899.3,4008
42428,NM_001275833.1,4029
42428,NM_001275831.1,4200
42428,NM_001275832.1,2917
31376,NM_001169190.2,7910
31376,NM_001014720.2,7641
31376,NM_167008.2,7112
31376,NM_001297931.1,7304
31376,NM_080330.4,7179
31376,NM_001014721.3,6650
31554,NM_078502.3,1117
31554,NM_001298001.1,1097
31554,NM_001298000.1,1403
31554,NM_001297999.1,1093
31554,NM_001298002.1,1024
41709,NM_206483.3,3939
41709,NM_142073.5,3708
41709,NM_001316497.1,3566
41709,NM_206482.3,3548
41709,NM_001275628.1,3450
36421,NM_001414091.1,3894
36421,NM_078999.4,3463
37618,NM_166556.3,2627
37618,NM_166555.3,2633
37618,NM_166557.3,2556
37618,NM_166558.2,2548
38146,NM_001274318.1,1805
38146,NM_057602.4,1718
39015,NM_001274673.2,4462
39015,NM_001274672.2,4570
39015,NM_001274671.2,4573
39015,NM_001104084.5,4256
39015,NM_140006.6,4259
40848,NM_057424.4,1752
40940,NM_169202.1,4010
40940,NM_001275424.1,4010
40940,NM_001275423.1,3621
40940,NM_001300291.1,6941
40940,NM_169203.2,3627
40940,NM_079548.5,3238
44885,NM_001298070.1,4397
44885,NM_001298069.1,4187
44885,NM_080054.3,4042
44885,NM_001298068.1,4042
33156,NM_164352.3,5082
33156,NM_001258873.2,5179
33156,NM_001258872.2,5315
33156,NM_164348.3,5155
33156,NM_164351.3,5225
33156,NM_164350.3,5230
33156,NM_001272858.1,5281
33156,NM_001258874.2,5390
33156,NM_001258875.2,5528
33156,NM_078715.4,5248
33156,NM_164349.3,5391
38389,NM_001274433.1,2960
38389,NM_079175.4,2713
36775,NM_134308.3,2028
36775,NM_206128.2,1971
36775,NM_134309.2,1899
36775,NM_057750.4,1288
36775,NM_206127.2,1977
36775,NM_166139.3,1170
5740544,NM_001258532.1,20736
5740544,NM_001169161.3,22255
5740544,NM_001103394.3,19300
40287,NM_079463.3,2100
40287,NM_001300201.1,1911
36993,NM_001299611.1,5681
36993,NM_079054.5,5684
37973,NM_079133.2,3094
37973,NM_001144287.2,2244
37973,NM_166689.2,2169
38419,NM_079177.4,387
41087,NM_057746.4,3499
41087,NM_206467.1,3351
41087,NM_206466.1,3042
41087,NM_206465.1,2722
48582,NM_080188.3,2347
31310,NM_001272275.1,9166
31310,NM_080323.4,3484
37851,NM_166657.5,1460
37851,NM_138035.3,1369
37851,NM_001363931.1,1525
37851,NM_001043103.2,1525
47285,NM_057678.5,2996
34171,NM_057220.3,1718
37183,NM_057460.4,496
40958,NM_079549.3,2919
40958,NM_001300294.1,2407
43466,NM_079823.4,2589
43466,NM_001276137.1,2747
34908,NM_057384.4,1668
44505,NM_001201598.1,4546
44505,NM_001258533.1,4368
44505,NM_001144672.3,4305
44505,NM_166897.2,3867
44505,NM_001169167.2,4188
44505,NM_001201596.3,9822
44505,NM_166894.4,8223
44505,NM_166893.3,3375
44505,NM_001382013.1,3375
44505,NM_166896.3,7839
44505,NM_001272205.1,4235
44505,NM_080020.4,4419
44505,NM_166898.2,4236
44505,NM_166895.2,3981
44505,NM_001414056.1,5411
44505,NM_001201597.1,4213
31309,NM_166959.2,9576
31309,NM_001272274.1,9456
31309,NM_166963.2,8691
31309,NM_166960.3,4093
31309,NM_001272272.1,10159
31309,NM_166968.3,11128
31309,NM_166961.2,3834
31309,NM_166964.2,3828
31309,NM_166965.2,3831
31309,NM_166962.2,3792
31309,NM_001272273.1,8328
31309,NM_166966.3,7521
31309,NM_166967.2,2841
31309,NM_166969.2,2386
31309,NM_166970.2,2604
31309,NM_080322.3,2435
31309,NM_166971.2,2167
35253,NM_057561.6,1457
35253,NM_134291.5,1653
35253,NM_001032110.2,1576
35253,NM_134292.3,1438
35253,NM_134293.3,1634
42226,NM_079673.3,6960
42226,NM_169816.2,4159
42226,NM_169817.2,6798
42226,NM_169818.2,8399
42226,NM_001275783.1,8399
42226,NM_206514.2,6650
42226,NM_169819.2,3539
42226,NM_001170177.2,3554
42226,NM_169820.2,5140
42226,NM_206516.2,2842
42226,NM_206515.2,2994
42226,NM_206513.2,3402
42226,NM_206512.2,2845
42226,NM_169821.2,5546
42226,NM_169822.2,2254
32039,NM_078559.3,8171
32406,NM_001258743.3,8690
32406,NM_001272619.2,8963
32406,NM_001298317.1,9038
32406,NM_078601.4,9269
32406,NM_001272621.2,7557
32406,NM_001272622.2,7905
32406,NM_001272620.2,8976
32619,NM_001298403.1,15578
32619,NM_001201703.3,12006
32619,NM_001201695.2,11444
32619,NM_001298404.1,6621
32619,NM_001201710.1,6607
32619,NM_001201714.1,5941
32619,NM_001201713.1,5965
32619,NM_001201712.1,6624
32619,NM_001201711.1,6657
32619,NM_001201721.1,5712
32619,NM_001201715.1,6642
32619,NM_001201705.1,6705
32619,NM_001201701.1,6714
32619,NM_001201696.1,6714
32619,NM_001201704.1,6789
32619,NM_001201718.1,6789
32619,NM_001201699.1,6723
32619,NM_001201723.1,6665
32619,NM_001201716.1,6753
32619,NM_001144733.2,6798
32619,NM_001201722.1,6624
32619,NM_001201674.1,6747
32619,NM_001201720.1,6654
32619,NM_001201700.1,6777
32619,NM_001201702.1,6852
32619,NM_001201717.1,6852
32619,NM_001201698.1,6786
32619,NM_001201719.1,6852
32619,NM_001201683.1,6684
32619,NM_001201677.1,6684
32619,NM_001201694.1,6714
32619,NM_001201692.1,6723
32619,NM_001201693.1,6708
32619,NM_001201675.1,6693
32619,NM_001201709.1,6723
32619,NM_001201681.1,6732
32619,NM_001201689.1,6762
32619,NM_001201684.1,6693
32619,NM_001201673.1,6717
32619,NM_001201688.1,6747
32619,NM_001201708.1,6747
32619,NM_001201680.1,6756
32619,NM_001201678.1,6717
32619,NM_001201685.1,6756
32619,NM_001201679.1,6756
32619,NM_001201686.1,6786
32619,NM_001201707.1,6795
32619,NM_001201676.1,6756
32619,NM_001201690.1,6831
32619,NM_001201691.1,6870
32619,NM_001201671.1,6780
32619,NM_001201697.1,6780
32619,NM_001201687.1,6810
32619,NM_001201706.1,6885
32619,NM_001201682.1,6819
32619,NM_078647.4,6849
32619,NM_001272690.1,6849
32619,NM_001042815.2,6849
32619,NM_001201672.1,6780
32619,NM_001042816.2,6849
36032,NM_206067.4,6040
36032,NM_057670.5,5854
36032,NM_001273913.2,3908
36032,NM_001273912.1,5240
36032,NM_001382026.1,3115
36032,NM_057671.5,3214
36032,NM_057673.5,3235
36032,NM_001382027.1,3289
36032,NM_001382028.1,3133
36032,NM_001382029.1,3253
36032,NM_057672.5,3690
2768981,NM_001038926.2,3806
2768981,NM_206356.3,4441
2768981,NM_001038924.4,3814
2768981,NM_001274917.1,3145
2768981,NM_206357.3,4015
2768981,NM_206358.4,3197
2768981,NM_206360.1,2613
2768981,NM_001038925.3,1911
2768981,NM_206355.4,1977
2768981,NM_206359.4,2156
32703,NM_001347807.1,6762
32703,NM_001042818.4,10439
32703,NM_001298436.2,10334
32703,NM_001298435.2,6485
42305,NM_169852.2,1896
47396,NM_001273498.1,7987
47396,NM_080152.3,7984
33196,NM_078719.4,4008
43193,NM_079793.3,680
43275,NM_001300629.1,5831
43275,NM_079803.3,5559
48581,NM_169441.2,2382
38872,NM_079240.3,4422
38872,NM_206299.2,3765
38872,NM_001014574.2,3695
38872,NM_001014576.2,3697
38872,NM_170628.2,3028
42757,NM_079737.3,4074
42757,NM_001275943.1,3715
42757,NM_170651.4,2805
42757,NM_170070.2,2996
39849,NM_079390.3,687
39849,NM_001014588.2,862
43812,NM_166789.2,2854
43812,NM_001014693.2,3462
43812,NM_079889.3,3282
43812,NM_001014694.2,2902
40833,NM_001369958.1,4140
40833,NM_001369959.1,4140
40833,NM_001382008.1,4140
40833,NM_079524.4,4140
40833,NM_206443.3,2585
43656,NM_079857.4,1965
47594,NM_080153.5,3240
47594,NM_001043080.3,3320
47594,NM_001274055.1,4573
47594,NM_001274056.2,2863
47594,NM_001274058.2,2964
47594,NM_001274057.2,3023
47594,NM_001043077.3,3023
47594,NM_001043076.3,2392
47594,NM_001202010.4,3560
47594,NM_001043078.2,2069
47594,NM_001043079.2,2075
47594,NM_001202012.2,2191
43229,NM_001276068.1,1169
43229,NM_079795.3,912
44920,NM_080059.3,2375
31221,NM_001103397.3,4247
31221,NM_080308.4,3247
33916,NM_078768.4,3320
33916,NM_164693.2,3075
33916,NM_001258984.1,2832
35717,NM_001103742.2,3116
35717,NM_057414.4,3131
38746,NM_001300026.1,3806
38746,NM_057549.3,2911
38746,NM_057550.4,3124
33782,NM_001298700.1,3191
33782,NM_057268.5,3129
33782,NM_001258964.2,3504
33782,NM_001258963.2,3235
34263,NM_164855.2,2956
34263,NM_001273362.1,4395
34263,NM_078799.3,3309
35509,NM_165445.4,4114
35509,NM_078897.4,2667
35509,NM_001169588.2,2149
35509,NM_001169587.2,3089
39150,NM_079288.3,670
39340,NM_001259795.2,2916
39340,NM_079306.4,2555
2768677,NM_206544.2,1870
2768677,NM_001170223.1,2095
2768677,NM_206545.2,1577
2768677,NM_001260323.2,1324
32813,NM_001298473.1,2602
32813,NM_001103545.3,2443
32813,NM_080356.4,2642
34521,NM_057527.4,3073
34521,NM_001298896.1,2969
37247,NM_001274163.1,2804
37247,NM_137583.5,2503
43651,NM_170524.2,5803
32080,NM_078564.3,5055
33418,NM_164477.3,2491
33418,NM_078733.4,2182
33418,NM_164476.2,1871
33418,NM_164479.2,1719
33418,NM_001272997.1,1772
33418,NM_164478.2,1739
33418,NM_001272996.1,1785
33418,NM_164475.2,1765
33418,NM_001272998.1,1775
34569,NM_001298914.1,6114
34569,NM_164966.3,6118
40048,NM_080483.3,1993
40650,NM_001104217.2,1743
40650,NM_079511.5,1929
40975,NM_169213.2,1223
41625,NM_001275601.1,3262
41625,NM_057605.5,7980
41625,NM_001170129.2,4076
43517,NM_001300663.1,2720
43517,NM_057303.5,2340
43542,NM_057420.4,4129
43542,NM_001276161.1,4149
35190,NM_165280.2,1929
35190,NM_165279.2,2085
35190,NM_078876.5,2797
37528,NM_169324.2,4426
37528,NM_001260088.1,4426
37528,NM_169326.3,3920
37528,NM_001275519.1,3752
37528,NM_001170109.2,3773
37528,NM_137801.4,3381
37528,NM_001316514.1,2985
37528,NM_001316515.1,2896
37528,NM_169325.3,2967
37528,NM_169327.2,2266
37528,NM_001275518.1,2266
39173,NM_079293.4,2015
40014,NM_079413.3,1699
41740,NM_079625.3,3260
41740,NM_169574.2,3508
41740,NM_001260169.2,3682
43161,NM_079789.3,769
45328,NM_080079.3,2451
48583,NM_141952.2,2386
33059,NM_001298572.1,3145
33059,NM_078700.4,2474
33059,NM_001258857.2,2171
41273,NM_057228.5,6557
41273,NM_057230.6,4226
41273,NM_057229.5,6340
41273,NM_001014613.3,3868
41273,NM_001031999.2,2462
41737,NM_134281.2,12366
41737,NM_057421.3,13603
41737,NM_057422.3,12815
41737,NM_134282.2,14052
41737,NM_001014621.2,11066
42446,NM_169910.2,4347
42446,NM_142645.3,4420
42446,NM_001275841.1,4839
44448,NM_001260392.1,9414
44448,NM_001170275.2,9438
44448,NM_001170276.3,9153
44448,NM_001260389.1,8667
44448,NM_001260391.1,8538
44448,NM_001170274.2,8891
44448,NM_001260393.1,6636
44448,NM_080015.4,7433
44448,NM_001276060.1,7178
44448,NM_001043296.3,7148
44448,NM_170275.3,7048
44448,NM_001014670.4,6323
44448,NM_001276059.1,9224
44448,NM_001260390.2,9372
44448,NM_170276.3,6219
44448,NM_001014669.3,6087
44448,NM_170277.4,4752
44448,NM_001276058.1,6905
33569,NM_057947.4,755
33569,NM_001298659.1,667
31227,NM_080310.3,1780
31816,NM_001272432.1,2995
31816,NM_206668.3,2919
31816,NM_080343.4,3003
31816,NM_001258654.1,3064
31816,NM_206667.3,2295
31816,NM_206666.3,2236
31816,NM_206669.2,2283
31816,NM_206665.3,2282
31816,NM_206664.3,2401
31816,NM_001258655.1,2528
31816,NM_167168.4,2462
31816,NM_167169.2,2353
31816,NM_167170.2,2027
38654,NM_001274521.1,4885
38654,NM_079217.3,3486
43769,NM_001258476.2,4954
43769,NM_001014685.3,4219
43769,NM_166723.3,3101
43769,NM_079880.6,3023
43769,NM_001038709.3,3795
43769,NM_001258477.2,8472
43769,NM_166718.3,4129
43769,NM_166720.3,4095
43769,NM_166724.4,6005
32981,NM_001258833.3,2078
32981,NM_001258834.3,2005
32981,NM_078690.4,1392
35225,NM_001273651.1,5242
35225,NM_057412.5,4934
32256,NM_001298253.1,5344
32256,NM_001272571.2,5344
32256,NM_001382110.1,4893
32256,NM_001382111.1,4893
32256,NM_167346.2,4893
32256,NM_001272572.2,5689
32256,NM_078587.3,2738
34284,NM_164866.3,5114
34284,NM_205950.3,5312
34284,NM_057629.4,4480
37065,NM_057403.4,5240
37065,NM_166263.2,4910
37065,NM_001169714.2,3509
42501,NM_134310.3,1815
42501,NM_057822.4,1627
43256,NM_001144644.2,2058
43256,NM_001104472.2,2118
43256,NM_170309.2,1831
43256,NM_170312.2,2050
43256,NM_170313.2,1882
43256,NM_170315.2,1909
43256,NM_079802.3,2128
43256,NM_170316.2,1969
44921,NM_169469.2,2324
39203,NM_079297.3,2650
39203,NM_001144460.3,2464
39203,NM_001274753.1,2479
39683,NM_168626.3,4117
39683,NM_140518.3,4050
39683,NM_001274953.1,3784
33565,NM_164536.2,3710
33565,NM_078743.5,3843
39054,NM_001274686.1,8583
39054,NM_168321.3,8583
39054,NM_001274687.1,8583
39054,NM_001274688.1,8589
39054,NM_079267.4,3683
39054,NM_168322.3,3821
40832,NM_057853.3,2739
42536,NM_079709.3,1664
31165,NM_001272239.2,3038
31165,NM_057433.4,2515
32100,NM_078569.3,6736
34524,NM_057386.5,2825
34524,NM_001103674.3,2808
38231,NM_057391.4,8221
38231,NM_001274359.1,8251
38231,NM_001274358.1,8317
38231,NM_001274357.1,7721
43038,NM_057452.4,1946
31230,NM_080312.2,2599
31230,NM_001038738.2,2412
31230,NM_001272261.2,2412
34413,NM_001273411.1,3603
34413,NM_001370036.1,3162
34413,NM_057841.4,3162
34413,NM_001273412.1,3103
40336,NM_168884.2,1630
40336,NM_168885.3,1609
34982,NM_001014486.3,4928
34982,NM_165159.3,4934
34982,NM_165160.3,4955
34982,NM_001014487.3,4955
34982,NM_165161.3,4961
34982,NM_165162.3,4982
43162,NM_001260380.2,3951
43162,NM_001300610.1,3975
43162,NM_001276052.1,3918
43162,NM_206575.3,3002
43162,NM_001202365.2,2996
43162,NM_170255.4,2969
43162,NM_170254.3,2988
43162,NM_079790.5,2908
43162,NM_001202364.1,2975
43162,NM_170256.2,2887
43991,NM_058075.4,2355
43991,NM_134320.3,2568
43991,NM_058074.4,2467
43991,NM_058076.4,1803
43991,NM_134322.3,2125
43991,NM_134321.3,2338
43991,NM_001169462.2,2617
31802,NM_001272416.1,4668
31802,NM_001369965.1,4949
31802,NM_001014727.3,4949
31802,NM_078536.4,4967
31802,NM_001272418.1,4747
31802,NM_001272417.1,4435
35523,NM_165451.3,4023
35523,NM_057293.4,4062
42550,NM_001300526.1,4653
42550,NM_169962.3,4778
42550,NM_001300525.1,4234
42550,NM_169961.3,3150
42550,NM_079713.3,3913
42550,NM_001275880.2,3581
34969,NM_057594.4,2005
34969,NM_001273567.1,1999
34969,NM_165152.2,1893
34969,NM_205999.2,2178
34969,NM_057595.4,2356
35341,NM_001273712.1,2570
35341,NM_057606.6,2516
35341,NM_134301.4,2353
36746,NM_001103863.3,9484
36746,NM_057380.4,8925
36746,NM_057379.4,8997
36746,NM_001274088.1,8997
36746,NM_057381.4,8954
36746,NM_001103864.3,8154
31717,NM_078521.3,2322
31717,NM_167143.3,3358
31717,NM_167142.3,3101
31717,NM_001169226.2,2451
32001,NM_167245.3,1214
32001,NM_001298158.1,1010
32001,NM_001298159.1,1183
32026,NM_078558.3,1305
41085,NM_169255.3,3753
41085,NM_169256.3,3756
41085,NM_169257.3,3989
41085,NM_057304.5,3992
41085,NM_001170092.3,3381
48317,NM_170566.3,3900
48317,NM_170568.3,4564
48317,NM_170565.2,3833
48317,NM_080172.4,4497
48317,NM_170564.3,3590
48317,NM_170567.3,4254
48317,NM_001202400.1,3588
48317,NM_001202401.1,4252
33627,NM_058149.4,16852
35652,NM_001273835.1,9145
35652,NM_001259244.1,7759
35652,NM_001259251.1,7759
35652,NM_001043011.1,7756
35652,NM_001043020.1,7711
35652,NM_001043034.1,7756
35652,NM_001043025.1,7756
35652,NM_001259243.1,7735
35652,NM_001043024.1,7741
35652,NM_001043032.1,7705
35652,NM_001043015.1,7708
35652,NM_001043017.1,7753
35652,NM_001259242.1,7708
35652,NM_001043039.1,7753
35652,NM_001259246.1,7708
35652,NM_001043037.1,7705
35652,NM_001043021.1,7705
35652,NM_001259245.1,7708
35652,NM_078925.5,7708
35652,NM_001043019.1,7753
35652,NM_001043027.1,7753
35652,NM_001043023.1,7711
35652,NM_001043051.1,7717
35652,NM_001259250.1,7753
35652,NM_001043059.1,7747
35652,NM_001043038.1,7762
35652,NM_001043057.1,7702
35652,NM_001043014.1,7699
35652,NM_001043045.1,7747
35652,NM_001043041.1,7744
35652,NM_001043040.1,7741
35652,NM_001043063.1,7702
35652,NM_001043013.1,7741
35652,NM_001043048.1,7699
35652,NM_001043053.1,7747
35652,NM_001043062.1,7744
35652,NM_001043064.1,7699
35652,NM_001043061.1,7702
35652,NM_001043012.1,7744
35652,NM_001043050.1,7744
35652,NM_001043036.1,7699
35652,NM_001259240.1,7750
