NCBI GeneID,Transcript Accession,Transcript_length
6734418,XM_016182035.3,2802
6730166,XM_016177825.3,2052
6729455,XM_039295239.2,3621
6727390,XM_016176381.3,2693
6727996,XM_016176667.3,4148
6728741,XM_016177095.3,9117
27206376,XM_016173244.3,1151
6726906,XM_016175904.3,861
6732775,XM_016180371.2,1821
6729207,XM_016174891.3,6336
6730371,XM_002105617.4,2838
6737935,XM_002084718.4,247
6726907,XM_002102273.4,637
6729112,XM_002104397.3,2014
6725084,XM_039297409.2,3539
6727018,XM_002102380.4,2004
6732669,XM_016178150.3,3020
6737597,XM_002084393.4,1456
6728451,XM_039295953.2,2399
6728855,XM_002104153.4,2173
6738161,XM_016171526.3,3730
6727774,XM_002103100.4,4490
6729568,XM_002104840.4,1924
6730191,XM_016177833.3,322
6726381,XM_016172379.3,2260
6728006,XM_016175348.3,2415
6728351,XM_002103663.4,1949
6729047,XM_016177240.3,2301
6730875,XM_016179062.3,4837
6731950,XM_016179985.3,4430
6740171,XM_016181129.2,7087
6734328,XM_016182127.2,2740
27206470,XM_016176842.3,2391
6725463,XM_016173628.3,2782
6728340,XM_016175189.3,2199
6736190,XM_002083050.4,2549
6740638,XM_039297766.2,6202
6730169,XM_016174142.3,614
6730177,XM_002105432.4,6182
6732060,XM_002079156.4,1135
6734593,XM_002081565.3,2190
6725468,XM_016172846.3,2503
6728529,XM_039295839.2,9328
6734810,XM_002081777.3,518
6735202,XM_002082139.4,1611
6726917,XM_016176178.3,1010
6727192,XM_016175806.3,1824
6728348,XM_016175187.3,2068
6730203,XM_002105452.4,443
6738893,XM_039293382.2,2193
6725241,XM_002106227.4,1575
6727296,XM_002102647.4,1033
6728310,XM_002103623.4,2916
6731627,XM_002078731.4,933
6732214,XM_002079307.4,3380
6737457,XM_016171221.3,5805
6737788,XM_002084580.4,1715
6738604,XM_002085372.4,1992
6730204,XM_002105453.4,436
6730938,XM_016179524.3,1131
6730939,XM_002078066.4,2218
6732389,XM_002079474.4,2990
6730150,XM_016174219.3,1568
27206522,XM_044923183.1,595
6727029,XM_002102391.4,1028
6736523,XM_002083357.4,534
6736548,XM_002083382.4,1883
6729740,XM_002105010.3,1635
6730461,XM_016179247.3,2251
6734874,XM_002081839.4,1409
6735353,XM_002082264.2,1063
6735354,XM_002082265.4,695
6728108,XM_002103423.4,669
6729335,XM_016174824.3,2240
6729399,XM_002104678.4,908
6733589,XM_002080607.4,649
6726918,XM_002102284.4,892
6734294,XM_002081287.4,819
27206564,XM_039291237.2,679
6726560,XR_001599860.3,1183
6726910,XM_002102276.4,1663
6729155,XM_002104440.4,6958
6731918,XM_002079017.4,3004
6734808,XM_002081775.3,505
6734809,XM_002081776.4,557
6734811,XM_016181791.2,601
6736410,XM_002083246.3,1496
6724747,XM_044923503.1,2446
6730165,XM_002105420.4,1273
6730168,XM_002105423.4,1673
6732277,XM_002079370.3,566
6732519,XM_002079602.4,1451
6732521,XM_002079604.3,1642
6732758,XM_016180367.3,1664
6732814,XM_016178072.3,5054
6733590,XM_002080608.4,650
27206263,XM_039293032.2,2435
6724728,XM_016180567.3,3741
6724735,XM_039296235.2,10101
6728783,XM_016177119.3,2008
6729631,XM_016177528.3,6793
6732609,XM_016178169.3,3984
6736636,XM_002083456.3,398
6725442,XM_016173613.3,1979
6729707,XM_002104977.4,1022
6729708,XM_002104978.3,835
6730899,XM_016179049.3,386
6731928,XM_016179979.3,894
6732885,XM_002079954.4,869
6724795,XM_016173172.3,1942
6725065,XM_002106057.4,848
6725456,XM_002106436.4,1026
6729739,XM_016177578.3,1746
6729781,XM_016177625.3,5169
27206612,XM_016181744.3,1206
6725683,XM_002106651.4,774
6730881,XM_016179058.3,2094
6731230,XM_002078353.4,594
6735355,XM_016168539.3,676
6736581,XM_002083407.4,1106
6737167,XM_002083977.4,725
6738640,XM_002085406.4,1244
6739409,XM_002076278.4,6809
6739420,XM_016172127.3,2056
6739812,XM_039294345.2,1462
6732275,XM_016180122.3,2039
6724869,XM_016173143.2,1093
6724923,XM_016173113.3,1685
6725458,XM_039296540.2,3355
6725499,XM_002106477.4,1155
6725549,XM_039298002.2,11574
6728813,XM_002104111.4,740
6729159,XM_002104444.4,1008
6729607,XM_002104879.4,1496
6729728,XM_016174653.3,990
6729952,XM_002105211.4,1042
6734954,XM_039292382.2,5495
6735761,XM_016168755.2,2313
6737332,XM_016171149.3,532
6738349,XM_016171595.3,1549
6726919,XM_002102285.4,603
6728431,XM_002103740.4,2385
6734924,XM_016168337.3,1337
6738651,XM_002085417.4,2321
27206458,XM_016176320.3,1864
6725501,XM_002106479.4,872
6725721,XM_002106687.4,2034
6726131,XM_016174029.3,5842
6726642,XM_002102019.3,590
6726771,XM_016175997.2,1652
6732141,XM_016178341.3,2680
6732467,XM_002079551.3,4242
6733812,XM_002080820.4,419
6733983,XM_002080991.4,1311
6734144,XM_002081137.3,1759
6734528,XM_002081501.3,385
6734614,XM_002081586.4,284
6737230,XM_002084034.4,3222
6737449,XM_002084249.4,1416
6737669,XM_039293959.2,1614
6740061,XM_002076906.4,1457
6724843,XM_016173150.3,1675
6727190,XM_002102546.4,1475
6729990,XM_016174511.3,1050
6730078,XM_002105335.4,626
6730467,XM_002077612.4,2056
6732776,XM_016180372.3,2085
6734310,XM_016167986.3,858
6734471,XM_016182013.3,739
6734472,XM_016168088.3,1095
6734529,XM_002081502.4,1124
6734530,XM_016168108.3,863
6735303,XM_016181513.2,954
6736726,XM_016170825.3,764
6737036,XM_002083847.3,1081
6737183,XM_002083993.4,1562
6737241,XM_002084045.2,1091
6737416,XM_016169873.3,1739
27206167,XM_016167995.3,1082
27206334,XM_016172346.3,639
27206640,XM_039298012.2,633
6725670,XM_016172735.3,5128
6727082,XM_002102443.4,388
6727429,XM_016175613.2,2169
6728480,XM_002103789.4,2099
6728648,XM_016177036.3,15792
6729124,XM_002104409.4,1222
6729917,XM_002105183.3,1327
6730825,XM_002077956.4,481
6730873,XM_002078001.4,787
6731231,XM_002078354.4,697
6732879,XM_016180425.2,784
6733185,XM_002080225.4,2401
6733810,XM_016167755.1,447
6734012,XM_002081017.3,2500
6734356,XM_002081341.4,1995
6734428,XM_016182026.3,8752
6736079,XM_016168892.3,3284
6737537,XM_002084336.4,3061
6737608,XM_002084404.4,3351
6738626,XM_002085392.4,1083
6738993,XM_002085752.4,1000
6739017,XM_002085776.4,412
27206239,XM_016169958.3,1380
6724700,XM_016180640.3,1507
6724731,XM_016180552.3,10427
6725449,XM_002106429.4,1720
6725962,XM_016173907.3,3282
6726299,XM_039296813.2,2398
6726624,XM_016174279.3,2636
6727351,XM_016175694.3,3505
6728261,XR_005544401.2,1098
6728447,XM_016175160.3,1714
6728859,XM_002104157.4,1130
6729096,XM_002104381.4,1729
6729145,XM_016177300.3,3765
6729370,XM_002104650.4,3545
6729543,XM_016174734.3,3229
6730158,XM_002105413.2,1966
6730160,XM_039294451.2,4720
6730171,XM_016174135.3,1249
6730538,XM_002077681.4,852
6730771,XM_016179125.3,5899
6731876,XM_002078975.4,2726
6733211,XM_002080239.4,647
6733997,XM_016182292.3,1266
6734752,XM_002081719.4,2866
6735063,XM_016181653.3,2208
6735191,XM_002082129.4,1511
6735193,XM_002082131.4,1601
6735278,XM_016181538.3,15306
6735593,XM_016168698.3,3408
6736073,XM_002082938.4,1229
6737975,XM_039292967.2,3134
6738359,XM_002085133.4,1436
6738468,XM_016171647.3,1006
6738679,XM_002085445.4,2844
6739514,XM_016172235.2,1566
6740007,XM_002076855.4,1894
6740169,XM_039297502.1,8054
27207993,XM_039293492.2,2440
6724979,XM_016173042.3,1661
6724985,XM_016173333.2,2477
6724989,XM_002105988.4,1138
6728325,XM_002103638.4,2484
6728345,XM_002103657.4,1785
6729454,XM_016177463.2,4803
6729789,XM_002105058.4,911
6730332,XM_002105578.3,1849
6731597,XM_002078702.4,1285
6731858,XM_002078957.4,3067
6731881,XM_016179957.3,2608
6732257,XM_002079350.4,5583
6738376,XM_002085149.4,596
6738377,XM_002085150.4,672
6739960,XM_002076813.4,1058
6740478,XM_016176748.3,2732
27206256,XM_016170297.3,741
27206379,XM_039297151.2,8430
27206404,XM_039296464.2,445
6724686,XM_039296155.1,6473
6724729,XM_039296195.2,2765
6724738,XM_016180732.3,1756
6724753,XM_016173215.3,1529
6724754,XM_039297899.2,5088
6724767,XM_039296942.2,3473
6725694,XM_016173758.3,4445
6725922,XM_002106872.4,905
6725943,XM_039298036.2,1084
6725944,XM_044923781.1,4214
6726007,XM_016173936.3,5952
6726398,XM_002107320.4,494
6726495,XM_002107415.4,607
6726517,XM_039296465.2,413
6726534,XM_002107453.4,456
6726916,XM_016175903.3,1672
6726921,XM_002102287.4,708
6726923,XM_016175902.3,2097
6726925,XM_016176179.3,2328
6726927,XM_002102293.4,1187
6726929,XM_039294926.2,3752
6726931,XM_016176183.3,2354
6726932,XM_039295103.2,1561
6726933,XM_002102299.4,1479
6726934,XM_016175901.3,1641
6726936,XM_002102302.4,1591
6726937,XM_016176187.3,1161
6727037,XM_002102399.4,1757
6727100,XM_002102457.4,1917
6727105,XM_002102462.4,2037
6727906,XM_016175390.3,4644
6729513,XM_016177492.3,1115
6730053,XM_002105310.4,368
6730065,XM_002105322.4,499
6730114,XM_002105371.4,797
6730362,XM_016177924.3,4611
6730592,XM_039295369.2,12209
6730679,XM_016179423.3,1380
6730680,XM_002077814.4,837
6730681,XM_002077815.4,830
6730683,XM_002077817.3,815
6730684,XM_002077818.4,1038
6731396,XM_002078513.4,1420
6731921,XM_016178447.3,2798
6731924,XM_016179977.3,4417
6731925,XM_002079024.4,1240
6731926,XM_016179978.3,761
6731929,XM_016179981.3,1763
6731932,XM_002079031.4,490
6731964,XM_039298470.1,5358
6732033,XM_002079129.4,1236
6732204,XM_016180091.3,2065
6732316,XM_002079408.4,1399
6732374,XM_016178258.3,758
6732535,XM_016180222.3,1342
6733888,XM_016182353.3,6631
6733930,XM_002080938.3,1702
6733931,XM_016182312.3,1634
6734380,XM_016182062.3,5818
6734944,XM_016181688.2,5779
6736622,XM_002083442.3,386
6736623,XM_016170767.3,368
6736624,XM_002083444.4,379
6736625,XM_002083445.4,387
6736633,XM_002083453.4,373
6736645,XM_016170783.3,3691
6736793,XM_016170199.3,3917
6736804,XM_002083624.3,2173
6736946,XM_002083757.4,1571
6738141,XM_002084918.4,996
6739414,XM_002076282.3,2285
6740073,XM_016180827.3,1174
6740130,XM_039297328.2,1080
27206316,XM_016172100.3,1642
27206587,XM_039296527.2,6054
6725443,XM_002106423.4,1009
6725446,XM_016172849.3,3552
6725461,XM_039296545.2,1497
6729676,XM_016177544.3,1776
6730018,XM_016177754.3,3390
6730470,XM_016179242.3,1735
6730594,XM_016179200.3,2415
6730774,XM_016179124.3,1233
6730955,XM_002078082.4,2935
6735345,XM_002082256.4,1534
6735347,XM_002082258.4,2463
6735348,XM_016181508.3,1966
6735349,XM_002082260.4,2113
6735350,XM_039291973.2,1878
6735351,XM_016181503.3,1651
6735352,XM_002082263.4,3973
6735358,XM_002082269.4,2801
6735359,XM_016168541.3,1418
6735362,XM_016181501.3,1402
6735363,XM_016181500.3,5197
6735365,XM_002082276.4,1265
6735366,XM_002082277.4,836
6736669,XM_002083489.3,428
6737650,XM_002084446.4,1076
6738144,XM_016171517.3,1534
6738154,XM_002084931.4,1348
6738160,XM_002084937.4,4552
6738162,XM_002084939.4,2275
6738164,XM_039293405.2,7242
6738167,XM_002084944.4,2468
6738170,XM_016171535.3,4289
6738175,XM_002084952.4,4416
6740027,XM_002076877.4,2311
6740028,XM_002076876.4,743
6740030,XM_002076880.4,672
27206485,XM_016177563.3,1125
27206675,XM_016182480.2,3091
27208442,XM_016184008.3,2458
6724927,XM_002105928.4,1567
6725064,XM_002106056.4,3040
6725066,XM_016173001.3,1829
6726207,XM_016174071.3,2968
6726651,XM_016176073.3,2894
6726659,XM_002102034.3,1229
6727010,XM_016176223.3,1576
6727116,XM_002102473.4,1444
6727336,XM_002102685.3,1570
6727339,XM_002102688.4,334
6727700,XM_016176528.3,882
6728142,XM_002103457.4,1451
6728929,XM_002104221.4,1289
6728930,XM_002104222.3,1673
6728942,XM_016174969.3,2621
6729221,XM_016174878.3,3228
6729696,XM_002104966.4,1176
6729697,XM_002104967.3,930
6729698,XM_002104968.4,994
6729699,XM_002104969.3,719
6729701,XM_002104971.4,785
6729703,XM_002104973.4,1308
6729704,XM_002104974.4,790
6729705,XM_002104975.4,926
6731135,XM_002078257.4,650
6731137,XM_002078259.4,657
6731505,XM_002078617.4,805
6731613,XM_002078717.4,822
6731960,XM_002079059.3,467
6732211,XM_039292791.2,509
6732326,XM_002079418.4,933
6732352,XM_016178270.3,4959
6732441,XM_002079526.3,774
6732442,XM_016178233.3,1404
6733445,XM_002080466.4,1351
6734542,XM_016168109.2,769
6735597,XM_002082481.4,1557
6735880,XR_006541519.1,1849
6736135,XM_002082999.4,847
6736801,XM_039293250.2,3701
6737011,XM_002083822.3,1525
6737294,XM_002084098.4,947
6737295,XM_002084099.4,931
6737296,XM_016169938.3,984
6737298,XM_002084102.4,1016
6737329,XM_016171148.3,733
6737330,XM_002084132.4,591
6737538,XM_002084337.4,1342
6737748,XM_016169729.3,976
6737865,XM_044922896.1,2959
6739106,XM_002085863.4,3793
6739677,XM_016174395.3,1473
6739688,XM_002076547.4,359
6740754,XM_016172196.3,1361
27206175,XM_016168219.2,2051
27206477,XM_016177226.3,1228
27208878,XM_039293367.2,2866
6724756,XR_006542129.1,7433
6724794,XM_016173268.3,3707
6724851,XM_016173148.3,2827
6725150,XM_016173442.3,2780
6725462,XM_002106442.3,759
6725548,XM_044923683.1,3137
6725592,XM_039297298.2,4294
6726486,XM_039297804.1,6490
6726964,XM_002102330.4,1630
6726990,XM_002102355.4,877
6727747,XM_002103073.4,666
6728249,XM_016176809.3,7217
6728782,XM_002104081.3,1543
6729031,XM_002104316.4,1804
6729085,XM_016177267.2,4223
6729264,XM_002104548.4,531
6729279,XM_002104563.3,759
6729338,XM_016174822.3,4095
6730024,XM_002105282.4,1227
6730279,XM_002105526.4,3479
6730294,XM_039295872.2,3033
6730297,XM_002105544.3,2337
6731057,XM_016178966.3,1164
6731142,XM_016178920.3,2238
6731287,XM_016179688.3,3460
6731375,XM_016178740.3,4588
6731435,XM_016178700.3,6340
6731652,XM_002078756.4,865
6731745,XM_016178532.3,1297
6731957,XM_002079056.4,1265
6732018,XM_002079115.4,1844
6732019,XM_016180016.3,1918
6732238,XM_002079331.3,2331
6732251,XM_002079344.4,1425
6732432,XM_002079517.4,744
6732840,XM_016180400.3,4746
6733058,XM_039298329.2,1492
6733390,XM_016167586.3,2257
6733535,XM_002080554.4,1825
6733541,XM_002080560.4,2039
6733543,XM_002080562.4,1891
6733546,XM_002080565.4,2169
6733765,XM_016167734.3,1092
6733766,XM_002080774.4,1147
6734055,XM_002081055.4,1815
6734228,XM_016182209.3,991
6734590,XM_002081562.3,1642
6734665,XM_016181862.3,2563
6734956,XM_002081914.4,399
6735824,XM_002082698.4,2219
6735844,XM_016181324.3,386
6736711,XM_002083531.4,2168
6736747,XM_002083567.4,1825
6736750,XM_016170838.2,3230
6737192,XM_002084002.3,1696
6737553,XM_016171275.3,2033
6738521,XM_016171685.3,2513
6738819,XM_039293833.1,4206
6738831,XM_016171784.3,1533
6739918,XM_016180997.2,3182
27206184,XM_016168535.3,5208
27206892,XM_016182672.3,7225
27206936,XM_016182708.3,1870
6724971,XM_002105971.4,1403
6725015,XM_016173345.3,5436
6725388,XM_002106369.4,1021
6725674,XM_016172732.3,2030
6725865,XM_016173837.3,1227
6726527,XM_016174212.3,956
6726530,XM_016172299.3,3418
6726680,XM_016176095.3,2060
6727248,XM_016176326.3,2590
6727314,XM_016176344.3,4431
6727626,XM_016176501.3,3811
6727871,XM_016175415.3,2563
6727877,XM_016176620.3,2710
6728025,XM_002103341.4,2576
6728148,XM_016175288.3,4131
6729817,XM_016174601.3,2336
6729992,XM_002105250.4,1560
6730442,XM_016179317.2,4618
6731760,XM_016178512.3,3263
6731765,XR_001599977.3,2861
6732022,XM_002079119.4,1280
6732142,XM_016180072.3,7977
6732506,XM_044923821.1,2332
6732606,XM_016178175.3,4285
6732805,XM_002079882.4,695
6732963,XM_002080009.4,576
6732966,XM_002080012.3,580
6733337,XM_016167372.3,1640
6733346,XM_002080367.4,1869
6733368,XM_016167351.3,702
6734147,XM_002081140.4,1213
6735112,XM_002082053.4,1337
6735126,XM_016168423.3,884
6735315,XM_002082231.4,1491
6735876,XM_002082750.4,2701
6735881,XM_002082755.4,1703
6736126,XM_016181200.3,899
6736133,XM_016181191.2,1701
6736193,XM_039293772.2,4735
6736921,XM_002083732.4,3582
6737395,XM_016171179.3,1311
6738015,XM_039293186.2,4302
6738031,XM_016171478.2,3820
6738586,XM_002085354.4,1903
6738792,XM_016171765.3,5975
6740355,XM_002077186.3,1243
120285826,XM_039298579.2,605
27206491,XM_016177779.3,1029
27206710,XM_016182522.3,646
27207657,XM_039291517.2,1132
27209402,XM_016184835.3,1039
6725518,XM_002106495.4,635
6726409,XM_002107330.4,516
6726521,XM_002107441.4,911
6726522,XM_002107442.4,625
6727069,XM_002102430.4,803
6727233,XM_002102589.4,1177
6730072,XM_002105329.4,624
6730082,XM_002105339.4,584
6731362,XM_002078480.4,588
6733501,XM_002080522.3,689
6733847,XM_002080855.4,1436
6733925,XM_002080933.3,662
6733978,XM_002080986.4,1455
6734209,XM_002081202.3,973
6734473,XM_016168089.3,573
6734476,XM_002081459.4,1026
6734576,XM_002081548.4,415
6735301,XM_002082225.4,603
6735302,XM_002082226.4,498
6735304,XM_002082228.3,546
6735305,XM_016168529.3,697
6735316,XM_002082232.4,582
6735318,XM_002082233.4,660
6735320,XM_016168530.3,862
6735382,XM_002082293.3,574
6735383,XM_002082294.4,602
6735384,XM_016168555.3,755
6735749,XM_002082626.3,709
6735750,XM_002082627.4,810
6735752,XM_002082629.4,742
6737813,XM_002084605.3,672
6738407,XM_002085180.4,1504
6738710,XM_002085475.4,748
6739475,XM_002076339.4,587
6740257,XM_016181158.2,657
120285248,XM_039296586.2,765
27206687,XM_039292662.2,567
120284972,XM_039294857.1,428
27208385,XM_016183968.3,931
27208812,XM_016184362.3,580
6731465,XM_002078580.3,1212
27206138,XM_016167261.2,789
27206139,XM_039291846.1,878
27206140,XM_016167275.3,679
27206141,XM_016167293.3,500
27206142,XM_016167299.3,1298
27206144,XM_016167311.3,1625
27206145,XM_016167420.3,447
27206146,XM_016167502.3,3431
27206147,XM_016167506.3,3343
27206148,XM_039291555.2,378
27206149,XM_016167571.3,1816
27206150,XM_016167593.3,1090
27206151,XM_016167612.2,671
27206152,XM_016167613.3,992
27206155,XM_016167676.3,1092
27206156,XM_039291874.1,1149
27206158,XM_016167799.2,851
27206159,XM_016167831.3,1159
27206160,XM_016167836.3,827
27206161,XM_016167852.3,2143
27206162,XM_016167867.3,662
27206163,XM_016167894.3,817
27206164,XM_039291794.2,2736
27206165,XM_016167910.3,1524
27206166,XM_016167955.3,1061
27206168,XM_016167996.2,1370
27206169,XM_039291791.2,253
27206170,XM_044922532.1,3220
27206171,XM_016168049.3,702
27206172,XM_016168128.3,2033
27206173,XM_016168208.3,250
27206174,XM_016168212.2,477
27206176,XM_016168324.3,3071
27206177,XM_016168359.2,1763
27206178,XM_016168396.3,1033
27206179,XM_039291713.2,675
27206180,XM_039291526.2,3969
27206181,XM_044922469.1,5005
27206182,XM_016168525.3,1231
27206185,XM_016168549.2,602
27206187,XM_016168721.3,2381
27206188,XM_016168725.3,1117
27206189,XM_016168732.3,763
27206190,XM_016168733.3,411
27206191,XM_016168806.3,895
27206192,XM_016168825.3,1558
27206193,XM_044922747.1,1425
27206194,XM_016168919.3,766
27206195,XM_016168922.3,1253
27206196,XM_039291541.2,1399
27206197,XM_039295610.2,1040
27206198,XM_016168977.3,1419
27206199,XM_016168994.3,3583
27206200,XM_016169020.3,2961
27206201,XM_016169032.3,634
27206202,XM_039294832.2,3588
27206203,XM_039294211.2,486
27206204,XM_016169081.3,2702
27206205,XM_016169084.3,1208
27206206,XM_016169096.3,754
27206207,XM_039293697.2,1669
27206208,XM_016169224.3,429
27206209,XM_016169261.3,1320
27206210,XM_039294217.2,3307
27206211,XM_016169292.3,922
27206212,XM_039293616.2,1239
27206215,XM_039293758.2,462
27206216,XM_016169326.3,5644
27206217,XM_016169350.3,1630
27206218,XM_039294375.1,2260
27206219,XM_016169415.2,2833
27206220,XM_016169419.3,742
27206221,XM_016169493.3,591
27206222,XM_016169500.3,1696
27206223,XM_016169538.3,651
27206224,XM_016169539.3,648
27206225,XM_039293601.2,2180
27206226,XM_016169551.3,2092
27206227,XM_016169552.3,697
27206228,XM_016169566.3,935
27206229,XM_016169569.3,1963
27206230,XM_016169581.3,1396
27206231,XM_039293753.2,1599
27206232,XM_016169633.3,3603
27206234,XM_016169733.3,465
27206235,XM_039293574.2,10271
27206236,XM_016169778.2,580
27206237,XM_016169792.3,4759
27206240,XM_016170018.3,4587
27206241,XM_016170047.2,900
27206242,XM_016170051.3,2557
27206243,XM_016170066.3,1478
27206244,XM_016170067.3,2606
27206245,XM_016170076.3,384
27206246,XM_016170089.3,553
27206247,XM_016170137.3,2350
27206248,XM_016170171.3,888
27206249,XM_039294323.2,783
27206250,XM_016170193.3,4604
27206251,XM_016170205.3,918
27206252,XM_016170230.3,880
27206253,XM_039293659.2,2659
27206254,XM_016170266.3,1358
27206255,XM_039293711.2,4029
27206257,XM_016170310.3,1188
27206259,XM_016170316.3,1402
27206260,XM_002083323.4,586
27206261,XM_016170393.3,2196
27206262,XM_016170423.3,651
27206264,XM_016170476.3,2585
27206265,XM_016170509.3,1841
27206266,XM_039293935.2,5918
27206267,XR_006541698.1,3342
27206268,XM_016170587.3,3217
27206269,XM_016170631.3,2064
27206270,XM_016170652.3,965
27206271,XM_016170657.3,2005
27206272,XM_016170663.3,703
27206273,XM_016170714.3,1359
27206274,XM_016170723.3,3997
27206275,XM_016170749.3,2001
27206276,XM_016170760.3,1701
27206277,XM_016170786.3,3151
27206278,XM_016170880.3,1827
27206279,XM_039293255.2,446
27206280,XM_016170882.3,728
27206281,XM_016170883.3,1593
27206282,XM_016170892.3,1569
27206283,XM_016170893.3,879
27206284,XM_016170968.3,2069
27206285,XM_016171049.3,3246
27206286,XM_016171099.2,849
27206287,XM_016171174.3,625
27206288,XM_039293480.1,1185
27206289,XM_016171273.3,1965
27206290,XM_016171274.2,1911
27206291,XM_016171284.3,1587
27206292,XM_016171313.3,576
27206293,XM_016171315.3,468
27206294,XM_016171361.3,629
27206295,XM_044922771.1,4819
27206296,XM_016171491.3,724
27206297,XM_016171498.3,996
27206298,XM_016171499.2,901
27206299,XM_016171510.3,7185
27206300,XM_016171608.3,3350
27206301,XM_016171671.3,912
27206302,XM_016171680.3,1701
27206303,XM_016171715.3,1346
27206304,XM_016171828.3,2452
27206305,XM_016171850.1,1456
27206306,XM_016171860.2,1193
27206308,XM_016171942.3,2218
27206309,XM_016171949.3,1956
27206310,XM_039293900.2,2962
27206311,XM_016171959.3,431
27206313,XM_016172070.3,698
27206314,XM_016172071.2,4383
27206315,XM_039292708.2,540
27206318,XM_016172137.3,1083
27206319,XM_016172144.3,867
27206320,XM_016172145.3,1067
27206321,XM_039292172.2,3209
27206322,XM_016172165.3,1379
27206323,XM_016172185.3,6769
27206324,XM_044922677.1,332
27206325,XM_016172210.2,1650
27206326,XM_044922654.1,426
27206327,XM_016172214.3,2058
27206328,XM_016172226.3,1185
27206330,XM_016172280.3,482
27206331,XM_039291335.2,2669
27206332,XM_016172291.3,3630
27206333,XM_016172308.3,467
27206335,XM_016172377.2,698
27206336,XM_016172383.3,1934
27206337,XM_016172384.3,641
27206338,XM_016172386.3,2687
27206339,XM_016172396.3,1868
27206340,XM_016172398.3,1431
27206341,XM_016172436.2,7756
27206342,XM_016172444.3,762
27206343,XM_016172459.3,2226
27206344,XM_039297256.2,4764
27206345,XM_016172544.3,1292
27206346,XM_016172593.3,637
27206347,XM_016172625.3,790
27206348,XM_044923800.1,8552
27206349,XM_016172640.3,990
27206350,XM_016172648.3,1146
27206351,XM_039297050.2,589
27206352,XM_016172775.3,701
27206353,XM_016172795.3,1948
27206354,XM_016172801.3,3053
27206355,XM_044923624.1,1000
27206356,XM_039296904.2,544
27206358,XM_016172853.3,2731
27206359,XM_016172860.3,1790
27206360,XM_016172881.3,749
27206361,XM_016172912.3,560
27206363,XM_039297212.2,2050
27206364,XM_016172984.3,2205
27206365,XM_016173025.2,630
27206366,XM_016173026.3,780
27206367,XM_039298073.1,534
27206369,XM_016173116.3,2112
27206370,XM_039297111.2,2414
27206372,XM_016173163.3,1007
27206373,XM_016173166.3,722
27206374,XM_016173177.3,479
27206375,XM_016173185.3,9973
27206377,XM_039295765.2,881
27206378,XM_016173278.3,2202
27206380,XM_016173341.2,520
27206381,XM_016173351.3,3224
27206382,XM_016173424.3,4451
27206383,XM_016173440.3,3595
27206384,XM_016173478.2,1167
27206385,XM_016173485.3,1304
27206386,XM_016173521.2,1764
27206387,XM_016173565.3,2876
27206388,XM_016173571.3,705
27206389,XM_039296833.2,2725
27206391,XM_039296955.2,2981
27206392,XM_016173708.2,1458
27206393,XM_039296487.2,1278
27206394,XM_016173714.3,2101
27206395,XM_016173793.3,660
27206396,XM_039297635.2,2627
27206397,XM_016173879.3,1938
27206398,XM_039297352.2,4062
27206399,XM_016173970.2,1482
27206400,XM_039297530.2,1221
27206402,XM_039298148.2,1863
27206403,XM_016174192.3,1625
27206405,XM_039296840.2,694
