NCBI GeneID,Protein Accession,Protein_length,Transcript Accession,Transcript_length
6730521,XP_016022976.1,338,XM_016179348.3,1349
6730523,XP_016022978.1,596,XM_016179225.3,4742
6730524,XP_016022979.1,861,XM_016179349.3,2826
6730525,XP_002077704.1,411,XM_002077668.4,1937
6730526,XP_016022981.1,459,XM_016179223.3,2712
6730527,XP_002077706.2,1369,XM_002077670.4,4505
6730528,XP_016022982.1,1017,XM_016179350.3,3300
6730529,XP_016022984.1,264,XM_016179352.3,1039
6730530,XP_039147280.1,250,XM_039291346.2,1853
6730531,XP_002077710.1,689,XM_002077674.4,2709
6730532,XP_002077711.1,528,XM_002077675.4,1798
6730533,XP_002077712.3,425,XM_002077676.4,2653
6730534,XP_016022989.1,512,XM_016179353.3,2044
6730536,XP_016022990.1,520,XM_016179354.3,1655
6730537,XP_002077716.1,299,XM_002077680.4,1071
6730538,XP_002077717.1,182,XM_002077681.4,852
6730539,XP_039150708.1,786,XM_039294774.2,3092
6730540,XP_002077719.1,278,XM_002077683.4,1297
6730541,XP_016022994.1,554,XM_016179217.3,2029
6730542,XP_039150718.1,587,XM_039294784.2,1935
6730543,XP_002077722.1,179,XM_002077686.4,696
6730544,XP_016022996.1,788,XM_016179216.3,2655
6730545,XP_002077724.1,138,XM_002077688.4,513
6730546,XP_002077725.2,524,XM_002077689.4,1830
6730547,XP_016022999.1,1008,XM_016179361.3,3480
6730548,XP_039150675.1,970,XM_039294741.2,3272
6730550,XP_002077729.1,455,XM_002077693.4,1685
6730551,XP_016023004.1,427,XM_016179366.3,1616
6730552,XP_016023007.1,350,XM_016179369.3,2307
6730554,XP_002077733.1,190,XM_002077697.2,786
123327418,XP_044779764.1,85,XM_044923829.1,351
6730558,XP_002077737.1,141,XM_002077701.3,828
6730559,XP_002077738.2,708,XM_002077702.4,2409
6730561,XP_002077740.1,678,XM_002077704.4,2139
6730562,XP_039148892.1,1339,XM_039292958.2,7403
6730563,XP_002077742.1,210,XM_002077706.3,799
6730564,XP_016023010.1,169,XM_016179371.3,728
6730565,XP_016023011.1,178,XM_016179215.3,654
6730566,XP_002077745.1,174,XM_002077709.4,672
27206538,XP_016023012.1,89,XM_016179372.3,768
27207090,XP_016023013.1,299,XM_016182839.3,1020
6730568,XP_016023014.1,304,XM_016179214.3,1119
6730569,XP_016023015.1,236,XM_016179213.2,767
6730570,XP_002077749.1,240,XM_002077713.4,961
6730571,XP_002077750.1,192,XM_002077714.4,733
6730572,XP_002077751.3,224,XM_002077715.4,980
6730573,XP_016023017.1,208,XM_016179373.3,917
6730574,XP_002077753.3,1462,XM_002077717.4,5934
27208279,XP_016023018.1,59,XM_016183868.2,300
27207851,XP_016023019.1,164,XM_016183495.3,602
6730576,XP_002077755.1,419,XM_002077719.4,1449
6730577,XP_002077756.1,405,XM_002077720.4,1419
6730578,XP_002077757.3,409,XM_002077721.4,1349
6730579,XP_002077758.1,393,XM_002077722.4,1204
6730580,XP_044779873.1,437,XM_044923938.1,1597
6730581,XP_002077760.1,378,XM_002077724.4,1581
6730582,XP_002077761.2,192,XM_002077725.3,668
120284212,XP_039154542.1,109,XM_039298608.2,652
6730584,XP_002077763.1,397,XM_002077727.4,1328
6730585,XP_016023026.1,397,XM_016179375.3,1314
6730588,XP_016023030.1,984,XM_016179379.3,3447
6730586,XP_002077765.1,658,XM_002077729.4,2272
6730587,XP_016023032.1,916,XM_016179205.3,3114
6730590,XP_002077769.1,251,XM_002077733.4,1046
6730591,XP_016023035.1,230,XM_016179204.3,874
6730592,XP_039151303.1,838,XM_039295369.2,12209
6730599,XP_016023037.1,276,XM_016179382.3,1791
6730600,XP_002077779.1,536,XM_002077743.4,2339
6730601,XP_002077780.2,181,XM_002077744.3,764
27208509,XP_016023038.1,949,XM_016184066.3,3358
6730593,XP_016023040.1,364,XM_016179202.3,2409
6730594,XP_016023042.1,500,XM_016179200.3,2415
6730595,XP_002077774.1,232,XM_002077738.4,865
6730596,XP_002077775.1,321,XM_002077739.2,1280
6730597,XP_002077776.1,244,XM_002077740.4,872
6730602,XP_016023043.1,758,XM_016179383.3,3412
6730603,XP_002077782.1,384,XM_002077746.4,1447
6730604,XP_002077783.1,128,XM_002077747.4,618
27206529,XP_039151345.1,394,XM_039295411.2,1877
6730606,XP_002077785.1,126,XM_002077749.4,558
6740630,XP_016023047.2,415,XM_016174751.2,1374
27207898,XP_016023046.1,386,XM_016183530.1,1161
6730607,XP_002077786.1,383,XM_002077750.2,1254
6730608,XP_002077787.2,388,XM_002077751.3,1418
6730609,XP_002077788.1,389,XM_002077752.2,1962
6730610,XP_002077789.1,673,XM_002077753.4,2115
120285054,XP_039151574.1,613,XM_039295640.2,2068
6730612,XP_039152184.1,617,XM_039296250.2,2013
6730613,XP_002077792.1,201,XM_002077756.4,914
6730614,XP_039150201.1,1167,XM_039294267.2,5692
6730615,XP_016023053.1,966,XM_016179196.3,3906
6730616,XP_002077795.1,302,XM_002077759.4,1260
6739194,XP_002076105.3,252,XM_002076069.4,1349
6730617,XP_016023064.1,2402,XM_016179396.3,8994
6730619,XP_016023068.1,115,XM_016179194.3,558
6730620,XP_016023069.1,235,XM_016179193.3,853
6730621,XP_002077799.3,611,XM_002077763.4,2932
6730623,XP_002077800.1,245,XM_002077764.4,1254
6730624,XP_016023070.1,1020,XM_016179192.3,4274
6730625,XP_002077802.2,189,XM_002077766.4,863
6730627,XP_016023071.1,637,XM_016179400.3,2090
6730628,XP_016023072.1,431,XM_016179191.3,1553
6730629,XP_002077806.1,148,XM_002077770.4,674
27207229,XP_016023073.1,113,XM_016182953.3,417
6730630,XP_016023074.1,468,XM_016179190.3,2787
6730631,XP_002077808.1,53,XM_002077772.4,435
6730632,XP_002077809.1,64,XM_002077773.4,540
6730639,XP_016023075.1,977,XM_016179401.3,3819
6730641,XP_002077812.2,997,XM_002077776.3,3152
6730642,XP_002077813.2,254,XM_002077777.4,863
6730643,XP_016023079.1,949,XM_016179405.3,4444
6730644,XP_016023080.1,548,XM_016179406.2,2218
6730645,XP_016023081.1,402,XM_016179407.2,2600
6730646,XP_039147087.1,526,XM_039291153.2,3107
6730647,XP_044778265.1,310,XM_044922330.1,1576
6730648,XP_039150853.1,278,XM_039294919.2,1228
6730649,XP_016023087.1,844,XM_016179411.3,2896
6730651,XP_016023088.1,1640,XM_016179186.2,5408
6730652,XP_002077823.1,350,XM_002077787.4,1635
6730653,XP_002077824.1,1189,XM_002077788.4,3813
6730654,XP_016023090.1,739,XM_016179412.3,2994
27206539,XP_016023091.1,157,XM_016179413.3,1262
6730656,XP_016023094.1,738,XM_016179185.3,4157
6730658,XP_016023096.1,317,XM_016179182.2,1620
6730659,XP_016023099.1,62,XM_016179177.3,365
6730661,XP_044779854.1,594,XM_044923919.1,2162
6730662,XP_002077832.1,587,XM_002077796.4,2671
6730663,XP_002077833.1,227,XM_002077797.4,1043
6730664,XP_016023106.1,217,XM_016179415.3,776
6730665,XP_002077835.1,272,XM_002077799.4,1109
27206528,XP_016023108.2,87,XM_016179171.3,693
123327013,XP_044779857.1,77,XM_044923922.1,308
6730668,XP_002077838.1,867,XM_002077802.4,2847
6730669,XP_016023111.1,576,XM_016179418.3,2366
6730670,XP_039154430.1,118,XM_039298496.1,737
6730671,XP_016023114.1,294,XM_016179421.3,1936
6730672,XP_016023115.2,1202,XM_016179170.3,4644
6730675,XP_002077845.1,337,XM_002077809.4,1146
6730676,XP_002077846.1,318,XM_002077810.4,1008
6730677,XP_002077847.1,319,XM_002077811.4,1119
6730678,XP_002077848.1,374,XM_002077812.4,1342
6730679,XP_016023117.1,178,XM_016179423.3,1380
6730680,XP_002077850.1,245,XM_002077814.4,837
6730681,XP_002077851.1,248,XM_002077815.4,830
6730682,XP_002077852.1,250,XM_002077816.4,858
6730683,XP_002077853.1,251,XM_002077817.3,815
6730684,XP_002077854.1,255,XM_002077818.4,1038
6730685,XP_002077855.1,170,XM_002077819.4,690
6730686,XP_016023118.1,310,XM_016179169.3,1461
6730687,XP_002077857.1,245,XM_002077821.4,1028
6730688,XP_002077858.1,242,XM_002077822.4,783
6730689,XP_002077859.2,263,XM_002077823.4,948
6730690,XP_016023119.2,300,XM_016179168.3,1265
6730691,XP_002077861.2,192,XM_002077825.4,897
6730692,XP_002077862.1,97,XM_002077826.4,511
6730693,XP_016023120.1,497,XM_016179167.3,1888
6730694,XP_002077864.1,177,XM_002077828.4,1046
6730695,XP_002077865.1,146,XM_002077829.4,711
6730696,XP_016023122.1,300,XM_016179164.3,1697
6730697,XP_016023125.1,2173,XM_016179424.3,7597
6730698,XP_016023131.1,219,XM_016179161.3,1054
6730699,XP_016023135.1,852,XM_016179427.3,4215
6730700,XP_002077870.1,335,XM_002077834.4,2264
6730701,XP_016023138.1,335,XM_016179153.2,1230
6730702,XP_002077872.1,275,XM_002077836.4,1102
6730703,XP_016023141.1,971,XM_016179430.3,3592
6730704,XP_002077874.1,690,XM_002077838.4,2285
6730705,XP_002077875.2,520,XM_002077839.4,1865
6730706,XP_002077876.2,459,XM_002077840.4,1538
6730707,XP_002077877.1,266,XM_002077841.4,966
27208248,XP_016023142.1,266,XM_016183846.3,1520
120284922,XP_039150370.1,44,XM_039294436.2,450
6730708,XP_016023143.1,632,XM_016179431.2,5680
27208846,XP_016023145.1,370,XM_016184398.3,4534
6730709,XP_016023147.1,370,XM_016179152.2,1298
6730710,XP_016023148.1,344,XM_016179151.3,1084
6730711,XP_002077881.1,389,XM_002077845.4,1588
6730712,XP_002077882.2,487,XM_002077846.4,2129
6730714,XP_002077884.2,191,XM_002077848.4,1059
27208658,XP_016023150.1,56,XM_016184226.3,209
6730715,XP_039147210.1,630,XM_039291276.2,3707
6730721,XP_016023152.1,639,XM_016179150.3,2259
6730722,XP_002077890.3,332,XM_002077854.4,2445
6730724,XP_016023153.2,155,XM_016179149.3,685
6730725,XP_002077893.1,235,XM_002077857.4,964
6730726,XP_002077894.1,395,XM_002077858.4,1603
6730728,XP_044778281.1,1075,XM_044922346.1,3319
6730729,XP_002077897.2,177,XM_002077861.3,667
27206527,XP_039147167.1,274,XM_039291233.2,928
6730731,XP_002077899.1,179,XM_002077863.4,721
6730732,XP_002077900.1,376,XM_002077864.3,1637
6730733,XP_002077901.1,381,XM_002077865.4,1556
6730734,XP_016023156.1,142,XM_016179146.3,638
6730735,XP_002077903.1,151,XM_002077867.4,861
6730736,XP_002077904.1,734,XM_002077868.4,2737
6730737,XP_016023158.1,159,XM_016179434.3,641
123327189,XP_044778810.1,126,XM_044922875.1,1315
6730739,XP_002077907.2,277,XM_002077871.4,1131
27208804,XP_016023160.2,69,XM_016184355.2,296
6730742,XP_002077910.1,319,XM_002077874.4,1288
27206765,XP_016023161.1,141,XM_016182578.3,531
6730743,XP_016023162.1,1254,XM_016179141.3,4024
6730744,XP_002077912.1,211,XM_002077876.4,776
6730745,XP_002077913.2,390,XM_002077877.4,1312
6730746,XP_002077914.2,210,XM_002077878.4,795
6730747,XP_002077915.2,353,XM_002077879.4,1168
6730749,XP_016023166.1,374,XM_016179437.2,1230
6730750,XP_016023167.1,859,XM_016179438.2,3268
6730751,XP_016023168.1,292,XM_016179140.3,1119
6730753,XP_039150043.1,624,XM_039294109.2,2207
6730754,XP_002077922.1,759,XM_002077886.4,2710
6730755,XP_002077923.2,448,XM_002077887.4,1449
6730756,XP_002077924.1,528,XM_002077888.4,1780
6730757,XP_016023173.1,415,XM_016179138.2,1524
6730759,XP_002077927.1,152,XM_002077891.4,706
27206526,XP_044778898.1,224,XM_044922963.1,2858
27206525,XP_016023175.1,134,XM_016179136.3,405
6730762,XP_016023177.1,932,XM_016179443.3,3252
6730764,XP_016023178.1,326,XM_016179135.3,1932
6730765,XP_002077933.1,238,XM_002077897.4,1011
6730766,XP_002077934.1,144,XM_002077898.4,591
6730767,XP_002077935.1,167,XM_002077899.4,680
6730768,XP_002077936.2,306,XM_002077900.4,994
6730769,XP_002077937.1,150,XM_002077901.4,664
6730770,XP_002077938.1,241,XM_002077902.4,1254
6730771,XP_016023179.1,474,XM_016179125.3,5899
6730772,XP_016023190.1,586,XM_016179445.3,2862
6730773,XP_002077941.1,554,XM_002077905.4,1860
6730774,XP_016023191.1,350,XM_016179124.3,1233
6730775,XP_044779866.1,1526,XM_044923931.1,5387
6730776,XP_002077944.1,634,XM_002077908.4,2189
6730777,XP_002077945.2,392,XM_002077909.3,1383
6730778,XP_002077946.1,310,XM_002077910.3,1470
6730779,XP_016023194.1,386,XM_016179446.3,2043
6730780,XP_002077948.1,588,XM_002077912.4,1907
6730781,XP_002077949.1,341,XM_002077913.4,1096
6730782,XP_002077950.2,352,XM_002077914.4,1134
6730783,XP_002077951.2,347,XM_002077915.4,1460
6730784,XP_016023195.1,321,XM_016179119.3,2460
6730785,XP_016023198.1,83,XM_016179447.3,483
6730786,XP_039150953.1,562,XM_039295019.1,3358
6730787,XP_016023202.1,425,XM_016179118.3,2671
6730788,XP_002077956.2,284,XM_002077920.4,1281
6730789,XP_016023204.1,324,XM_016179452.3,1825
6730790,XP_002077958.1,222,XM_002077922.4,869
6730791,XP_002077959.1,121,XM_002077923.4,659
6730792,XP_016023205.1,346,XM_016179453.3,1412
6730793,XP_016023207.1,524,XM_016179116.3,2266
6730794,XP_039150928.1,1669,XM_039294994.2,7803
6730795,XP_044779065.1,886,XM_044923130.1,6999
6730796,XP_002077964.1,321,XM_002077928.4,1195
27207633,XP_016023211.1,700,XM_016183314.3,2535
6730797,XP_002077965.1,475,XM_002077929.4,1883
6730798,XP_016023213.1,536,XM_016179112.3,1968
6730799,XP_016023216.1,353,XM_016179456.3,1300
6730800,XP_002077968.1,219,XM_002077932.4,783
6730801,XP_039150916.1,1899,XM_039294982.2,6303
6739188,XP_002076091.1,338,XM_002076055.4,1743
6739181,XP_002076092.2,784,XM_002076056.4,2808
6730802,XP_016023220.1,1046,XM_016179459.3,4195
6730803,XP_016023223.1,404,XM_016179462.3,1328
6739198,XP_016023226.1,603,XM_016169028.3,3289
6739186,XP_016023227.1,300,XM_016169022.3,1401
6739185,XP_016023228.1,701,XM_016169023.3,3101
6739184,XP_016023229.1,369,XM_016169021.3,1747
6739182,XP_016023230.1,806,XM_016169024.3,2940
27207921,XP_016023231.1,749,XM_016183550.3,2441
6730804,XP_016023232.1,307,XM_016179463.3,1343
6730805,XP_002077973.1,420,XM_002077937.4,1633
6730806,XP_016023236.1,876,XM_016179109.3,2774
27206524,XP_016023238.1,501,XM_016179108.3,1789
6730809,XP_016023239.1,364,XM_016179467.3,1373
6730810,XP_002077978.1,157,XM_002077942.4,1036
6730811,XP_002077979.2,413,XM_002077943.4,1432
6730812,XP_002077980.2,137,XM_002077944.4,624
6730816,XP_016023241.1,2409,XM_016179469.3,9091
6730817,XP_016023242.1,2438,XM_016179470.1,8302
6730818,XP_039150896.1,2258,XM_039294962.2,8136
6730820,XP_002077987.1,335,XM_002077951.4,1329
6730824,XP_002077991.2,199,XM_002077955.4,738
6730825,XP_002077992.1,116,XM_002077956.4,481
6730826,XP_002077993.1,135,XM_002077957.1,408
6730827,XP_016023244.1,524,XM_016179105.3,3465
6730828,XP_002077995.1,580,XM_002077959.4,1950
6730829,XP_002077996.1,398,XM_002077960.4,2306
6730831,XP_002077997.2,339,XM_002077961.4,1114
6730832,XP_016023246.1,410,XM_016179104.3,1656
6730834,XP_002077999.1,151,XM_002077963.4,519
6730835,XP_002078000.1,122,XM_002077964.4,423
6730837,XP_039149525.1,691,XM_039293591.1,2963
6730840,XP_002078004.1,541,XM_002077968.4,1765
6730841,XP_016023251.1,801,XM_016179102.2,2687
6730843,XP_044778283.1,1426,XM_044922348.1,4833
6730845,XP_016023263.1,789,XM_016179471.3,3759
6730844,XP_002078008.1,469,XM_002077972.4,1689
6730846,XP_016023264.1,523,XM_016179086.3,1860
6730847,XP_016023267.1,485,XM_016179473.3,1878
6730848,XP_002078012.1,467,XM_002077976.4,1605
6730849,XP_002078013.1,460,XM_002077977.4,1590
6730850,XP_039146943.1,478,XM_039291009.2,1645
120284233,XP_039146944.1,466,XM_039291010.2,1510
6730852,XP_016023270.1,1012,XM_016179083.3,4506
6730853,XP_002078017.1,229,XM_002077981.3,1005
6730854,XP_016023280.1,1312,XM_016179080.3,6419
6730856,XP_039146942.1,486,XM_039291008.2,2004
6730857,XP_002078021.1,149,XM_002077985.3,871
6730858,XP_002078022.2,436,XM_002077986.3,1428
27207631,XP_016023284.1,78,XM_016183312.3,585
27207236,XP_016023285.1,79,XM_016182960.3,330
6730859,XP_002078023.1,86,XM_002077987.3,653
6730860,XP_016023287.1,633,XM_016179069.3,3403
6730861,XP_002078025.1,138,XM_002077989.4,642
6739199,XP_039146934.1,410,XM_039291000.2,6184
6730864,XP_016023290.1,458,XM_016179475.3,1996
6730865,XP_002078029.1,253,XM_002077993.3,1135
6730866,XP_016023291.1,905,XM_016179067.3,3049
6730867,XP_002078031.1,894,XM_002077995.4,2892
6730868,XP_002078032.1,445,XM_002077996.4,1527
6740776,XP_016023292.1,783,XM_016172631.3,3856
6730869,XP_016023293.1,159,XM_016179476.3,714
6730870,XP_002078034.1,663,XM_002077998.4,2498
6730871,XP_002078035.1,627,XM_002077999.4,1979
6730872,XP_002078036.1,674,XM_002078000.4,2564
6730873,XP_002078037.1,117,XM_002078001.4,787
6730874,XP_016023294.1,320,XM_016179066.3,1420
6730875,XP_016023296.2,1421,XM_016179062.3,4837
6730876,XP_016023300.1,277,XM_016179060.2,2657
6730877,XP_016023301.1,1182,XM_016179059.3,3816
6730878,XP_016023302.1,476,XM_016179477.3,1719
6730879,XP_002078043.1,676,XM_002078007.3,2448
6730880,XP_016023303.1,644,XM_016179478.3,2271
6730881,XP_016023306.1,403,XM_016179058.3,2094
6730882,XP_016023307.1,663,XM_016179481.3,2429
6730883,XP_016023308.1,781,XM_016179057.3,2622
6730884,XP_016023309.1,405,XM_016179482.3,1498
6730885,XP_016023313.1,88,XM_016179486.3,2162
27208146,XP_016023314.1,54,XM_016183760.3,445
6730888,XP_002078052.1,576,XM_002078016.4,2638
27209296,XP_016023315.1,127,XM_016184743.3,3538
6730890,XP_002078054.1,391,XM_002078018.4,2181
6730892,XP_002078056.1,536,XM_002078020.4,1781
6730893,XP_002078057.1,97,XM_002078021.4,595
6730894,XP_016023321.1,1079,XM_016179056.3,4580
6730896,XP_016023322.1,586,XM_016179487.3,4592
27209340,XP_016023324.1,128,XM_016184778.3,558
6730895,XP_016023325.2,111,XM_016179050.3,362
27208683,XP_016023326.1,110,XM_016184246.3,472
27209118,XP_016023327.1,100,XM_016184612.3,374
6730897,XP_002078061.2,79,XM_002078025.4,349
6730898,XP_002078062.1,88,XM_002078026.4,474
6730899,XP_016023328.1,78,XM_016179049.3,386
27208402,XP_016023330.1,90,XM_016183983.3,409
6730900,XP_002078064.2,82,XM_002078028.4,362
6730901,XP_002078065.1,82,XM_002078029.4,386
27206523,XP_016023333.1,130,XM_016179046.3,591
6730903,XP_002078067.1,131,XM_002078031.4,627
120284246,XP_039147086.1,87,XM_039291152.2,514
27208531,XP_016023334.2,73,XM_016184099.2,344
27208373,XP_016023335.1,88,XM_016183957.3,401
27207967,XP_016023336.1,82,XM_016183592.3,374
123327044,XP_044778274.1,73,XM_044922339.1,481
6730904,XP_016023338.1,84,XM_016179489.3,442
6730905,XP_002078069.2,102,XM_002078033.4,1094
6730906,XP_002078070.1,109,XM_002078034.3,398
6730907,XP_016023339.1,993,XM_016179045.3,3223
6730908,XP_002078072.1,152,XM_002078036.4,893
6730909,XP_016023340.1,707,XM_016179490.2,2834
6730910,XP_002078074.1,291,XM_002078038.4,946
6730912,XP_016023347.1,620,XM_016179497.3,3629
6730913,XP_016023348.1,1095,XM_016179498.2,6226
6730915,XP_016023355.1,2027,XM_016179505.3,8020
27207356,XP_016023358.1,84,XM_016183055.3,403
6730916,XP_016023362.1,744,XM_016179511.2,3574
6730917,XP_039147417.1,148,XM_039291483.1,731
6730918,XP_016023365.1,3123,XM_016179514.3,10160
6730919,XP_002078083.1,399,XM_002078047.4,4584
6730920,XP_002078084.1,714,XM_002078048.4,2449
6730923,XP_016023369.1,322,XM_016179518.3,1493
27208493,XP_039152058.1,451,XM_039296124.2,2328
6730924,XP_016023373.1,986,XM_016179520.2,3438
6730925,XP_044779849.1,811,XM_044923914.1,2769
6730926,XP_016023375.1,159,XM_016179043.3,709
6730927,XP_039154434.1,1462,XM_039298500.1,4659
6730930,XP_039154443.1,1449,XM_039298509.2,7693
6730929,XP_002078093.1,758,XM_002078057.4,2541
120285823,XP_044779848.1,1375,XM_044923913.1,4717
6739200,XP_016023383.1,82,XM_016169030.2,453
6730933,XP_002078097.1,103,XM_002078061.4,750
6730934,XP_002078098.1,107,XM_002078062.4,583
27209000,XP_016023384.1,74,XM_016184529.3,293
6730935,XP_002078099.1,95,XM_002078063.4,555
6730936,XP_016023386.1,1332,XM_016179523.3,5003
6730938,XP_016023387.2,337,XM_016179524.3,1131
