NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method	Chromosomes	Nomenclature ID	Ensembl GeneIDs	Annotation Genomic Range Accession 	Annotation Genomic Range Start	Annotation Genomic Range Stop	OMIM IDs	Orientation	Proteins	Synonyms	Taxonomic ID	SwissProt Accessions
36039	eve	even skipped	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36039	NCBI Ortholog	2R	FBgn0000606		NT_033778.4	9979319	9980795		plus	1	10.5,10.9,14.10,20.35,CG2328,dm-eve,Dm-eve,Dmel\CG2328,E(eve),Eve,EVE,eve2,even,Even,F,l(2)46Ce,l(2)46CFg,l(2)46CFh,l(2)46CFj,l(2)46CFp,l(2)46Cg,V,VI	7227	
42313	Dl	Delta	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	42313	NCBI Ortholog	3R	FBgn0000463		NT_033777.3	19302731	19326217		minus	3	0495/20,0926/11,1053/14,1119/09,1304/03,1423/11,1440/11,1485/04,anon-WO0118547.269,C1,CG3619,CT12133,D,D1,delta,delta D1,Deltal,dl,DL,dmDelta,Dmel\CG3619,E(ls)2,EC3-5,l(3)05151,l(3)92Ab,l(3)j8C3	7227	
37455	Egfr	Epidermal growth factor receptor	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37455	NCBI Ortholog	2R	FBgn0003731		NT_033778.4	21522420	21559977		plus	2	C-erb,c-erbB,CG10079,D-Egf,d-egf-r,D-EGFR,degfr,dEgfr,dEGFr,dEGFR,Degfr,DEgfr,DEGFR,dEGFR1,der,Der,DER,DER flb,DER/EGFR,DER/top,DER/torpedo,DER1,Dmel\CG10079,DmHD-33,EC2-4,EFG-R,Egf,EGF,Egf-r,EGF-R,egfr,EgfR,EgFr,EGfr,EGFr,EGFR,EK2-6,El,Elp,Elp-1,Elp-B1,Elp-B1RB1,flb,Flb,HD-33,l(2)05351,l(2)09261,l(2)57DEFa,l(2)57Ea,l(2)57EFa,mor1,top,Top,TOP,top/DER,top/flb,Tor,Torpedo,Torpedo/DER,torpedo/egfr,torpedo/Egfr,Torpedo/Egfr	7227	
40830	bcd	bicoid	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	40830	NCBI Ortholog	3R	FBgn0000166		NT_033777.3	6755842	6759466		minus	5	Bcd,BCD,BG:DS00276.7,bic,Bicoid,CG1034,Dm-Bcd,Dmel\CG1034,mum,prd4	7227	
31000	elav	embryonic lethal abnormal vision	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	31000	NCBI Ortholog	X	FBgn0260400		NC_004354.4	509235	523226		minus	4	44C11,9F8A9,CG4262,dHuR,Dmel\CG4262,EC7,EG:65F1.2,Elav,ElaV,ELav,ELAV,elav-1,elav-2,elav-3,Elav-9F8A9,END1-2,fliJ,l(1)1Be,l(1)EC7,l(1)G0031,l(1)G0319,weg	7227	
45928	shi	shibire	Drosophila melanogaster	fruit fly	PROTEIN_CODING	15	45928	NCBI Ortholog	X	FBgn0003392		NC_004354.4	15892116	15906716		plus	15	anon-WO0153538.12,anon-WO0153538.13,anon-WO0153538.14,CG18102,dDyn,Ddyn,Ddyn3,Ddyn4,Dmel\CG18102,DNM3,dyn,Dyn,DYN,dynamin,l(1)shi,l(1)VII,Shi,shib,shibere,Shibire,shu,Vps1	7227	
37386	shg	shotgun	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	37386	NCBI Ortholog	2R	FBgn0003391		NT_033778.4	21049654	21057197		minus	1	cad,Cad,CadE,cadh,Cadh,CADH,CG3722,com5,CT12481,D E-cad,D-cad,D-CAD2,DCad,DCAD,DCad2,DCAD2,DE,DE Cad,DE Cadh,de-cad,De-Cad,DE-cad,DE-Cad,DE-CAD,DE-Cad2,DE-CAD2,DE-cadh,DE-Cadh,dE-cadherin,DE-cadherin,DE-Cadherin,DEC,dEcad,DEcad,DECad,DECAD,DECadh,DE[cyto],Dmel\CG3722,E-Ca,e-cad,E-cad,E-Cad,E-CAD,E-Cadh,E-cadherin,E-Cadherin,ecad,Ecad,ECad,ECAD,ECad2,ECadh,gp150,l(2)10469,l(2)k03401,l(2)k10220,N-cad,Shg,shg/DE-Cad,Shotgun	7227	
32083	dlg1	discs large 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	21	32083	NCBI Ortholog	X	FBgn0001624		NC_004354.4	11369665	11409776		plus	21	11,anon-EST:Posey93,anon-WO03040301.258,anon-WO03040301.260,anon-WO03040301.268,CG1725,CG1730,CPD,d. lg.-1,Discs Large,Discs-large,dlg,Dlg,DLG,dlg-1,dlg-A,Dlg-A,DLG-A,Dlg1,DLG1,dlgA,DlgA,dlgS97,DlgS97,Dmel\CG1725,Drodlg,l(1)10Bf,l(1)bwn,l(1)d.lg-1,l(1)d.lg.-1,l(1)discs large,l(1)dlg,l(1)dlg-1,l(1)dlg1,l(1)G0276,l(1)G0342,l(1)G0456,l(1)G19,l(1)l.pr.-2,l(1)L11,l(1)lpr-2,misb,PSD-95,PSD95,SAP97	7227	
32780	Sh	Shaker	Drosophila melanogaster	fruit fly	PROTEIN_CODING	17	32780	NCBI Ortholog	X	FBgn0003380		NC_004354.4	17924307	18063247		minus	17	BcDNA:GH03046,CG12348,CG17860,CG7640,Dmel\CG12348,Eko,EKO,F-c,Kv1,K[[v]]1,minisleep,sh,SH,sha,Sha,Shw,V-I	7227	
40015	rpr	reaper	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40015	NCBI Ortholog	3L	FBgn0011706		NT_037436.4	18397535	18398435		minus	1	anon-WO0162936.19,CG4319,Dmel\CG4319,Reaper,rp,Rpr,RPR	7227	
41032	hb	hunchback	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	41032	NCBI Ortholog	3R	FBgn0001180		NT_033777.3	8690980	8697822		minus	2	CG9786,Dm-hb,Dm-Hb,Dmel\CG9786,Hb,HB,hbHLH,Hunchback,l(3)85Ah,R-pbx,Rg-bx,Rg-pbx	7227	
41605	ry	rosy	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	41605	NCBI Ortholog	3R	FBgn0003308		NT_033777.3	13032528	13038020		plus	1	CG7642,Dmel\CG7642,Ry,xdh,Xdh,XDH,Xdh/ry,XOR	7227	
30980	y	yellow	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	30980	NCBI Ortholog	X	FBgn0004034		NC_004354.4	356509	361245		plus	1	CG3757,Dmel\CG3757,EG:125H10.2,T6,Y	7227	
40009	hid	head involution defective	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	40009	NCBI Ortholog	3L	FBgn0003997		NT_037436.4	18167745	18185641		minus	2	CG5123,Dmel\CG5123,Hid,HID,hid1,Hid1,his,l(3)05014,W	7227	
31364	Fas2	Fasciclin 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	7	31364	NCBI Ortholog	X	FBgn0000635		NC_004354.4	4132887	4206093		minus	7	1D4,Ab 1D4,anon-EST:Liang-1.60,CG3665,clone 1.60,CT12301,Dmel\CG3665,EG:EG0007.3,Fas,FAS 11,Fas 2,fas II,Fas II,FAS II,fas-II,Fas-II,fas2,FAS2,Fasc II,fasciclin II,FascII,fasII,Fasii,FasII,FASII,l(1)G0032,l(1)G0048,l(1)G0081,l(1)G0293,l(1)G0336,mAb 1D4,mAb1D4,mAB1D4,MAB1D4	7227	
40835	Antp	Antennapedia	Drosophila melanogaster	fruit fly	PROTEIN_CODING	12	40835	NCBI Ortholog	3R	FBgn0260642		NT_033777.3	6896253	6999228		minus	12	3.4,Ant,ANT-C,ANT-P,ANTC,antp,AntP,ANTP,Antp P1,Antp P2,Antp1,AntP1,Aus,BG:DS07700.1,CG1028,DmAntp,DMANTPE1,Dmel\CG1028,DRO15DC96Z,Hu,l(3)84Ba,Ns,Scx	7227	
44540	ct	cut	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	44540	NCBI Ortholog	X	FBgn0004198		NC_004354.4	7608428	7678859		plus	3	BcDNA:GH10590,CG11387,Ct,CT,Cut,CUT,Dmel\CG11387,kf,l(1)7Ba,l(1)7Bb,l(1)VE614	7227	
38012	Kr	Kruppel	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	38012	NCBI Ortholog	2R	FBgn0001325		NT_033778.4	25226611	25231394		plus	2	CG3340,Dm-Kr,Dmel\CG3340,If,kr,KR,Kru	7227	
44801	bsk	basket	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	44801	NCBI Ortholog	2L	FBgn0000229		NT_033779.5	10247502	10250501		minus	3	Basket,Bsk,BSK,bsk/JNK,CG5680,D-JNK,D-junk,DBSK/JNK,dJnk,dJNK,DJNK,DJNK/bsk,Dmel\CG5680,DmJNK,dNJNK,JAK,jnk,Jnk,JNK,jnk (bsk),JNK/SAPK,Junk,p-JNK,P-JNK,pJNK,SAPK/JNK,SAPKa	7227	
41140	Ras85D	Ras oncogene at 85D	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	41140	NCBI Ortholog	3R	FBgn0003205		NT_033777.3	9510561	9513067		minus	1	C-ras1,CG9375,D-Ras,D-ras-1,D-ras1,D-Ras1,Dm Ras1,Dmel\CG9375,Dmras85D,dRas,Dras,DRas,dras1,dRas1,dRAS1,Dras1,DRAS1,dRas85D,Dras85D,DRas85D/Ras,E(faf),E(sev)3C,EC3-3,EK3-4,fs(3)05703,l(3)06677,l(3)s1747,P08646,p21[Ras1],ras,Ras,RAS,ras 1,Ras 85D,Ras-1,Ras.85D,ras1,Ras1,RAS1,Ras1/RAs85D,Ras185D,Ras85,ras85B,ras85D,Ras85d,RAS85D,Ras85DNt,RasI,RasV12,ras[V12],Ras[V12],RTK,S35097,Su(tor)3-2	7227	
33571	tim	timeless	Drosophila melanogaster	fruit fly	PROTEIN_CODING	10	33571	NCBI Ortholog	2L	FBgn0014396		NT_033779.5	3493986	3508119		minus	10	CG3234,Dmel\CG3234,dtim,dTim,dTIM,mel_tim,rit,Ritsu,s-tim,Tim,TIM,Tim-1,tim1	7227	
39753	Diap1	Death-associated inhibitor of apoptosis 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	39753	NCBI Ortholog	3L	FBgn0260635		NT_037436.4	16038410	16051034		minus	6	0736/01,1065/03,CG12284,D-iap1,D-IAP1,diap,dIAP,Diap,DIAp,DIAP,diap 1,DIAP I,diap-1,dIAP-1,Diap-1,DIAP-1,Diap-1/Th,diap1,dIap1,dIAP1,DIAP1,diap1/thread,DIAPI,Dmel\CG12284,E(rpr)3-1,E3,IAP,Iap1,IAP1,l(3)72CDe,l(3)72Dc,l(3)j5C8,l(3)S030605,l(3)S030605b,l(3)S106503,S048915,th,TH,thread,Thread	7227	
40834	ftz	fushi tarazu	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40834	NCBI Ortholog	3R	FBgn0001077		NT_033777.3	6864324	6866244		plus	1	BG:DS07876.1,CG2047,Dm-ftz,Dm-Ftz,Dmel\CG2047,Dmftz,DmFtz,Ftz,FTZ,l(3)84Ag,Ual	7227	
41363	pros	prospero	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	41363	NCBI Ortholog	3R	FBgn0004595		NT_033777.3	11328480	11407627		plus	6	0244/09,0320/10,0441/16,0451/09,0563/18,0585/13,0664/07,0671/02,0763/13,0989/01,1135/07,1135/09,1167/13,1316/02,671/2,anon-WO0140519.15,BcDNA:HL08040,CG17228,Dmel\CG17228,DMPROSPER,DROPROSA,l(3)10419,l(3)j12C8,l(3)j6E2,l(3)rH013,l(3)rI160,l(3)rJ806,l(3)rK137,l(3)rK204,l(3)rL433,l(3)rO534,pro,Pro,Pros,PROS,PROS-1,PROS-2,prosp,Prosp,Prospero,voila,Voila	7227	
47763	Abd-B	Abdominal B	Drosophila melanogaster	fruit fly	PROTEIN_CODING	10	47763	NCBI Ortholog	3R	FBgn0000015		NT_033777.3	16927212	16972236		minus	10	9,Abd B,abd-B,Abd-b,ABD-B,Abd0B,abdB,Abdb,AbdB,ABDB,AbdB(CA)[[26]],AbdB-I,AbdB-II,AbdBm,Adb-B,AdbB,bex,BX-C,CG10291,CG11648,DmAbdB,Dmel\CG11648,Droabdb,DROABDB,FAB,Fab-6,Fab-7,Fab-8,Fab6,Fab7,iab,IAB 5,iab-5,iab-6,iab-7,Iab-7,iab-8,iab5,IAB5,iab6,iab7,IAB7,iab8,IAB8,iab8.9,iab8/9,iab9,l(3)89Ed,Mc,Mcp,MCP,pH189,Sab,Tab,tuh-3,twig,Uab-5[Sab]	7227	
3354888	rl	rolled	Drosophila melanogaster	fruit fly	PROTEIN_CODING	7	3354888	NCBI Ortholog	2R	FBgn0003256		NT_033778.4	1071462	1125927		plus	7	12559,BcDNA:RE08694,CG12559,CG18732,CT34260,CT39192,D-ERK,dErk,dERK,DERK,DERK-A,dm-dpERK,Dmel\CG12559,DmErk,DmERK,DmERK-A,DmERKA,DmMAPK,dp-ERK,dpErk,dpERk,dpERK,DpErk,DpERK,dpERK1,dpMAPK,Dsor2,E(sina)7,EC2-1,EK2-1,erk,Erk,ERK,ERK-A,Erk/Map kinase,Erk1,Erk1/2,ERK1/2,ErkA,ERKa,ERKA,EY2-2,GroupII,l(2)41Ac,l(2R)EMS45-39,MAP-k,mapk,Mapk,MapK,MAPK,p-Erk,p-ERK,pERK,pMapK,pMAPK,Rl,RL,rl/ERK,rl/MAPK,rll,Rolled,sem,Sem,SEM,SR2-1,Su(Raf)2B	7227	
35540	EcR	Ecdysone receptor	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	35540	NCBI Ortholog	2R	FBgn0000546		NT_033778.4	6087873	6169087		minus	6	anon-WO0229075.1,CG1765,CG8347,dECR,DEcR,Dhr23,dmEcR,DmEcR,Dmel\CG1765,EcdR,ecr,Ecr,ECR,EcR-A,EcR-B,EcR-B1,ECR-C,Ecr1B,EcR1b,EcRA,EcRB,EcRB-1,EcrB1,EcRB1,EcRC,lie,ms(2)06410,ms(2)42A,NR1H1,snt,Usp,USP	7227	
35851	ptc	patched	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	35851	NCBI Ortholog	2R	FBgn0003892		NT_033778.4	8649649	8665223		plus	1	BcDNA:RH36596,CG2411,com4,Conf,Dmel\CG2411,dPtc,l(2)k02507,pat,Patched,Ptc,PTC,ptch,Ptch,Ptc_Dm,rubr,tuf	7227	
43767	ci	cubitus interruptus	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	43767	NCBI Ortholog	4	FBgn0004859		NC_004353.4	47710	57041		minus	3	Ce,CG2125,Ci,CI,ci-D,Ci/Gli,Ci/GLI,ci155,Ci155,ciA,ciD,CiD,CID,ciR,ci[D],Ci[D],d Ci,Dmel\CG2125,Gli,l(4)102ABc,l(4)13,l(4)17,Siah	7227	
33529	Mad	Mothers against dpp	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	33529	NCBI Ortholog	2L	FBgn0011648		NT_033779.5	3146056	3159643		minus	2	2/23,apg,c28,CG12399,dMad,dMAD,Dmel\CG12399,E(zen)2,En(vvl),l(2)k00237,l(2)K00237,mad,MAD,Mat,p-Mad,p-MAD,P-mad,P-Mad,pMad,pMAD,PMad,pSmad,Smad,Smad1	7227	
42549	InR	Insulin-like receptor	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	42549	NCBI Ortholog	3R	FBgn0283499		NT_033777.3	21570248	21619321		minus	4	18402,CG18402,DIHR,DILR,dinr,dinR,dInr,dInR,dINR,DInr,DInR,dInsR,dINSR,dir,dIR,DIR,Dir-a,Dir-b,DIRbeta,dIRH,DIRH,Dmel\CG18402,er10,Igfr1,inr,inR,Inr,INR,Inr-alpha,Inr-beta,INS,InsR,insulin/insulin-like growth factor receptor,IR,l(3)05545,l(3)93Dj,l(3)er10,lnR,RTK,sprout	7227	
35047	dl	dorsal	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	35047	NCBI Ortholog	2L	FBgn0260632		NT_033779.5	17436830	17450364		minus	6	anon-EST:GressD7,CG6667,d,dL,Dl,DL,Dmel\CG6667,Dor,Dorsal,fs(2)k10816,GSd447,mat(2)dorsal,NF-kappaB,NF-KB,NFkappaB,p65	7227	
43222	Tl	Toll	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	43222	NCBI Ortholog	3R	FBgn0262473		NT_033777.3	26799041	26842403		plus	3	CG5490,CT17414,Dmel\CG5490,dToll,dToll1,EP(3)1051,EP1051,Fs(1)Tl,Fs(3)Tl,mat(3)9,mel(3)10,mel(3)9,T1,tl,TL,TOL,toll,TOLL,toll-1,Toll-1,Toll1	7227	
34119	Su(var)205	Suppressor of variegation 205	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	34119	NCBI Ortholog	2L	FBgn0003607		NT_033779.5	8209626	8211122		minus	2	CBX5,CG8409,dHP-1a,dHP1,dHP1a,Dmel\CG8409,DmHP-1,DmHP1,E(var)29,E(var)29A,FBgn0003607,HP-1,hp1,Hp1,HP1,HP1-VS,hp1a,Hp1a,HP1a,HP1A,HP1alpha,Su(var),Su(var)2-05,Su(var)2-5,Su(Var)2-5,Su(var)2-501,su(var)205,Su(Var)205,SU(VAR)205,Su(var)29A,Su(var)[205],Su-var(2)5,Sur(var)205,Suvar(2)5,Suvar2-5,Su[var]205,Su[Var]205	7227	
33753	tkv	thickveins	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	33753	NCBI Ortholog	2L	FBgn0003716		NT_033779.5	5219000	5271384		minus	4	Atkv,Atr25D,Brk25D,Brk25D1,Brk25D2,CG14026,Dmel\CG14026,dtfr,Dtfr,kv,l(2)04415,l(2)25Da,STK-A,str,thv,Tkv,TKV,tkv1,TKV1,tkva,TkvA	7227	
40358	Pc	Polycomb	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40358	NCBI Ortholog	3L	FBgn0003042		NT_037436.4	21306138	21318020		minus	1	CG32443,CG7618,Dmel\CG32443,DmPc,dPC,pc,PC,Pc-G,PcG	7227	
37655	twi	twist	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	37655	NCBI Ortholog	2R	FBgn0003900		NT_033778.4	22985374	23048325		plus	3	bHLHb17,CG2956,dip5,Dmel\CG2956,DTwist,EC9,Tw,Twi,TWI,Twist	7227	
26067080	vas	vasa	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	26067080	NCBI Ortholog	2L	FBgn0283442		NT_033779.5	15061656	15074311		plus	3	BG:DS00929.14,CG3506,CG43081,CG46283,cgt,DDX4,Dmel\CG46283,DmRH25,EP(2)0812,fs(2)ltoRJ36,Vas,VAS,Vasa,VASA	7227	
41066	osk	oskar	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	41066	NCBI Ortholog	3R	FBgn0003015		NT_033777.3	8935126	8938395		plus	2	CG10901,Dm-osk,Dmel\CG10901,norka,Osk,OSK,Oskar	7227	
35007	Mhc	Myosin heavy chain	Drosophila melanogaster	fruit fly	PROTEIN_CODING	21	35007	NCBI Ortholog	2L	FBgn0264695		NT_033779.5	16766566	16788766		plus	21	Bsh,CG17927,chr2L:16765388..16765564,chr2L:16781880..16782040,Dm II,Dmel\CG17927,DmMHC,DROMHC,DroMII,ifm(2)2,Ifm(2)2,ifm(2)RU1,Ifm(2)RU1,ifm(2)RU2,l(2)36Ae,l(2)k10423,l(2)M66,mhc,MHC,Mhc36B,mMHC,Mrp,MRP,MyHC,Myo,Myo6,Myosin,Nup,Sht,sMHC,Stp	7227	
36810	Khc	Kinesin heavy chain	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36810	NCBI Ortholog	2R	FBgn0001308		NT_033778.4	16266960	16271971		minus	1	2R6,CG7765,DK,DKH,Dm KHC,Dmel\CG7765,DmK,DmKHC,Dmkin,khc,KHC,KIF 5A,Kif5,KIF5,KIF5B,kin,Kin,KIN,Kin-1,kinesin,kinesin-1,Kinesin-1,l(2)k13219,l(2)k13314,l(2)W12,l(2R)W12,pgs	7227	
31521	Act5C	Actin 5C	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	31521	NCBI Ortholog	X	FBgn0000042		NC_004354.4	5900861	5905399		plus	5	A,A4V404_DROME,Ac5C,act,Act,ACT,act 5C,Act-5C,ACT1_DROME,Act5,act5C,Act5c,ACT5C,actin,Actin,Actin/BAP47,actin5C,Actin5C,actomyosin,anon-EST:fe2D2,ArpA,Bap47,BAP47,beta-actin,beta-Actin,beta-actin/Bap47,CG4027,chrX:5748184..5748304,cyt5C,Dmel\CG4027,f-actin,F-actin,F-Actin,F-ACTIN,G-actin,l(1)G0009,l(1)G0010,l(1)G0025,l(1)G0079,l(1)G0117,l(1)G0177,l(1)G0245,l(1)G0330,l(1)G0420,l(1)G0486,M32055,T11	7227	
3772180	Sxl	Sex lethal	Drosophila melanogaster	fruit fly	PROTEIN_CODING	25	3772180	NCBI Ortholog	X	FBgn0264270		NC_004354.4	7074550	7098053		minus	25	CG14425,CG18350,CG33070,CG43770,Dm-Sxl,Dmel\CG43770,DmSxl,dSXL,Fl,fs(1)K1274,fs(1)M106,l(1)6Fa,melSxl,Mex156,ORF2,Su(da),Sx1,sxl,SxL,SXL,Sxl-1 Sxl-2,Sxl-Pe,SxlPe,SxlPm	7227	
38168	rho	rhomboid	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	38168	NCBI Ortholog	3L	FBgn0004635		NT_037436.4	1463811	1468944		plus	2	CG1004,Dmel\CG1004,Dmel\rho,Dmrho,DMRHO,DmRho1,DMRHOa,DMRHOb,DRORHO,iks,Rho,RHO,rho-1,Rho-1,rho1,Rho1,RHOb,rhom,rhomboid/veinlet,ve,Ve	7227	
39251	Sod1	Superoxide dismutase 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	39251	NCBI Ortholog	3L	FBgn0003462		NT_037436.4	11112281	11113740		minus	1	24492,CG11793,cSod,cSOD,Cu,Cu-Zn SOD,Cu-Zn-SOD,Cu/Zn sod,Cu/Zn SOD,Cu/Zn superoxide dismutase,Cu/Zn-SOD,Cu/ZnSOD,CuSOD,CuZn SOD,CuZn-SOD,CuZn-SOD1,CuZnSOD,Cu[2+]/Zn[2+]SOD,Dmel\CG11793,dsod,dsod1,dSod1,dSOD1,G,l(3)108,l(3)68Af',l(3)G,Mn SOD,sod,Sod,SOD,sod-1,Sod-1,SOD-1,SOD-c,sod1,SOD1,SODC_DROME,To,To-1,Zn Sod,Zn SOD,Zn-SOD,ZnSod	7227	
30982	sc	scute	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	30982	NCBI Ortholog	X	FBgn0004170		NC_004354.4	396060	397497		plus	1	AS-C T4,AS-C T4sc,ascT4,bHLHc28,CG3827,Dmel\CG3827,DROACS2,EG:198A6.1,Hw,l(1)1Ba,Sc,sc/T4,scalpha,scute/sisterlessB,SC_DA,sis b,sis-b,sisb,sisB,T4,T4 AS-C	7227	
42896	crb	crumbs	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	42896	NCBI Ortholog	3R	FBgn0259685		NT_033777.3	24295078	24314541		plus	4	0509/20,1384/04,CG6383,Crb,CRB,Crbs,crumb,Crumbs,CT19912,DmCrb,Dmel\CG6383,far,l(3)07207,l(3)j1B5,l(3)S050920,l(3)S058104	7227	
