NM_001297986.1	0.0	3555	73	97.048	XM_016173488.3	2863	2134
NM_001297986.1	0.0	1524	40	90.853	XM_002082360.4	2863	1137
NM_001297986.1	0.0	1517	40	90.781	XM_016175247.3	2863	1139
NM_001297986.1	0.0	1439	40	89.304	XM_016171923.3	2863	1150
NM_001297986.1	0.0	1389	40	88.732	XM_016175375.3	2863	1136
NM_001297986.1	0.0	1273	40	86.884	XM_016167473.3	2863	1136
NM_001297986.1	1.08e-65	252	5	100.000	XR_006542042.1	2863	136
NM_001272374.1	0.0	8270	100	95.939	XM_044923750.1	5164	5146
NM_001272374.1	4.52e-17	91.6	100	98.113	XM_044923750.1	5164	53
NM_001274326.1	0.0	4080	100	91.544	XM_016170617.3	3000	3063
NM_057387.5	0.0	1232	99	97.257	XM_002084421.4	735	729
NM_057455.3	0.0	2272	95	96.711	XM_016173243.3	1438	1368
NM_001260355.2	0.0	8239	100	96.439	XM_016177383.3	7973	4999
NM_001260355.2	0.0	5027	100	97.091	XM_016177383.3	7973	2991
NM_001272264.1	0.0	3620	94	95.457	XM_039297307.2	4499	2289
NM_001272264.1	0.0	3094	94	95.909	XM_039297307.2	4499	1931
NM_169733.5	0.0	6763	99	97.738	XM_016176568.3	3935	3934
NM_057520.4	0.0	4831	100	96.325	XM_002079474.4	2950	2966
NM_001414094.1	0.0	17549	99	96.335	XM_039292585.2	11924	10777
NM_001414094.1	0.0	1681	99	92.673	XM_039292585.2	11924	1201
NM_001274907.1	0.0	6320	100	96.677	XM_016171478.2	3817	3822
NM_078736.3	0.0	6641	100	96.638	XM_016179125.3	3993	4045
NM_001103704.3	0.0	5254	79	96.085	XM_016180329.3	4084	3244
NM_169705.2	0.0	3627	67	97.903	XM_016175415.3	3649	2098
NM_169705.2	1.98e-173	610	67	96.505	XM_016175415.3	3649	372
NM_057476.3	0.0	1482	99	95.770	XM_039296948.1	917	922
NM_001014577.2	0.0	3757	99	95.833	XM_002084127.4	2335	2352
NM_057310.4	0.0	3188	90	93.917	XM_016175570.3	2349	2137
NM_057310.4	4.54e-178	625	17	95.214	XM_016176424.3	2349	397
NM_057310.4	9.66e-06	52.8	1	100.000	XM_016179498.2	2349	28
NM_079683.3	0.0	2800	100	98.489	XM_002102752.4	1588	1588
NM_078563.3	0.0	4673	100	96.520	XM_016184671.3	2844	2845
NM_001259108.2	0.0	3855	71	95.943	XM_016178230.3	3363	2391
NM_001275831.1	0.0	7147	100	97.410	XM_016176355.3	4200	4208
NM_001275831.1	0.0	1387	20	96.253	XM_002102685.3	4200	854
NM_001169190.2	0.0	8102	64	95.448	XM_044923675.1	7910	5119
NM_001298000.1	0.0	1701	78	97.778	XM_016172915.3	1403	990
NM_001298000.1	5.49e-36	152	78	91.304	XM_016172915.3	1403	115
NM_142073.5	0.0	5771	99	95.034	XM_016175288.3	3708	3725
NM_001414091.1	0.0	4076	62	96.973	XM_016167959.2	3894	2445
NM_001414091.1	6.44e-109	396	5	100.000	XR_005543764.2	3894	214
NM_166555.3	0.0	4495	100	97.464	XM_039291335.2	2633	2642
NM_166555.3	0.0	4176	97	96.249	XM_039297855.2	2633	2559
NM_001274318.1	0.0	3116	100	97.848	XM_016170509.3	1805	1812
NM_001274318.1	1.26e-172	606	32	85.592	XM_016170051.3	1805	583
NM_001274318.1	9.50e-10	65.8	2	95.238	XM_016168182.3	1805	42
NM_001274671.2	0.0	6242	89	97.283	XM_016169922.3	4573	3680
NM_001274671.2	2.47e-178	627	89	97.067	XM_016169922.3	4573	375
NM_057424.4	0.0	2974	100	97.432	XM_002102399.4	1752	1752
NM_057424.4	0.0	1986	78	92.795	XM_002102460.3	1752	1374
NM_057424.4	0.0	1489	74	87.461	XM_002104037.4	1752	1292
NM_001275424.1	0.0	4994	77	95.871	XM_016175825.3	4010	3100
NM_001275424.1	0.0	911	14	96.078	XM_002102503.4	4010	561
NM_001298070.1	0.0	5070	94	94.130	XM_016173596.3	4397	3373
NM_001298070.1	0.0	846	94	93.482	XM_016173596.3	4397	583
NM_001298070.1	2.08e-89	331	94	95.652	XM_016173596.3	4397	207
NM_001258875.2	0.0	6026	85	94.926	XM_016179292.3	5528	3863
NM_001258875.2	7.19e-100	366	85	84.794	XM_016179292.3	5528	388
NM_001258875.2	3.44e-78	294	85	89.831	XM_016179292.3	5528	236
NM_001258875.2	2.14e-50	202	85	94.656	XM_016179292.3	5528	131
NM_001258875.2	1.69e-36	156	85	87.970	XM_016179292.3	5528	133
NM_001274433.1	0.0	5062	97	98.369	XM_016170758.2	2960	2882
NM_134308.3	0.0	3448	98	98.003	XM_016168182.3	2028	2003
NM_134308.3	2.16e-56	220	6	100.000	XM_002081675.4	2028	119
NM_134308.3	1.07e-09	65.8	2	95.238	XM_016170509.3	2028	42
NM_001169161.3	0.0	11206	91	95.012	XM_039297135.2	22255	7197
NM_001169161.3	0.0	7801	91	95.519	XM_039297135.2	22255	4910
NM_001169161.3	0.0	2665	91	89.914	XM_039297135.2	22255	2092
NM_001169161.3	0.0	2477	91	88.927	XM_039297135.2	22255	2050
NM_001169161.3	0.0	1977	91	92.540	XM_039297135.2	22255	1421
NM_001169161.3	0.0	1783	91	84.433	XM_039297135.2	22255	1895
NM_001169161.3	0.0	1506	91	84.739	XM_039297135.2	22255	1553
NM_001169161.3	0.0	1441	91	86.844	XM_039297135.2	22255	1315
NM_001169161.3	0.0	1410	91	86.388	XM_039297135.2	22255	1315
NM_001169161.3	0.0	1408	91	86.377	XM_039297135.2	22255	1314
NM_001169161.3	0.0	1391	91	86.409	XM_039297135.2	22255	1295
NM_001169161.3	0.0	1373	91	86.879	XM_039297135.2	22255	1227
NM_001169161.3	0.0	1358	91	85.682	XM_039297135.2	22255	1313
NM_001169161.3	0.0	1284	91	85.982	XM_039297135.2	22255	1227
NM_001169161.3	0.0	1271	91	86.364	XM_039297135.2	22255	1210
NM_001169161.3	0.0	1269	91	87.753	XM_039297135.2	22255	1086
NM_001169161.3	0.0	1269	91	87.182	XM_039297135.2	22255	1139
NM_001169161.3	0.0	1266	91	86.341	XM_039297135.2	22255	1208
NM_001169161.3	0.0	1253	91	87.785	XM_039297135.2	22255	1097
NM_001169161.3	0.0	1243	91	85.962	XM_039297135.2	22255	1211
NM_001169161.3	0.0	1238	91	85.868	XM_039297135.2	22255	1210
NM_001169161.3	0.0	1227	91	85.750	XM_039297135.2	22255	1207
NM_001169161.3	0.0	1210	91	85.501	XM_039297135.2	22255	1207
NM_001169161.3	0.0	1188	91	86.988	XM_039297135.2	22255	1099
NM_001169161.3	0.0	1182	91	86.630	XM_039297135.2	22255	1092
NM_001169161.3	0.0	1179	91	88.335	XM_039297135.2	22255	1003
NM_001169161.3	0.0	1175	91	88.277	XM_039297135.2	22255	981
NM_001169161.3	0.0	1144	91	84.545	XM_039297135.2	22255	1210
NM_001169161.3	0.0	1140	91	87.275	XM_039297135.2	22255	998
NM_001169161.3	0.0	1140	91	87.637	XM_039297135.2	22255	1003
NM_001169161.3	0.0	1123	91	85.291	XM_039297135.2	22255	1115
NM_001169161.3	0.0	1109	91	87.435	XM_039297135.2	22255	963
NM_001169161.3	0.0	1085	91	89.050	XM_039297135.2	22255	895
NM_001169161.3	0.0	1055	91	86.544	XM_039297135.2	22255	981
NM_001169161.3	0.0	1029	91	85.092	XM_039297135.2	22255	1033
NM_001169161.3	0.0	1013	91	87.260	XM_039297135.2	22255	887
NM_001169161.3	0.0	1000	91	85.903	XM_039297135.2	22255	986
NM_001169161.3	0.0	992	91	88.848	XM_039297135.2	22255	807
NM_001169161.3	0.0	985	91	87.108	XM_039297135.2	22255	892
NM_001169161.3	0.0	935	91	85.482	XM_039297135.2	22255	923
NM_001169161.3	0.0	922	91	91.493	XM_039297135.2	22255	670
NM_001169161.3	0.0	917	91	84.312	XM_039297135.2	22255	988
NM_001169161.3	0.0	917	91	91.343	XM_039297135.2	22255	670
NM_001169161.3	0.0	915	91	83.559	XM_039297135.2	22255	1034
NM_001169161.3	0.0	896	91	87.500	XM_039297135.2	22255	776
NM_001169161.3	0.0	861	91	89.851	XM_039297135.2	22255	670
NM_001169161.3	0.0	846	91	94.075	XM_039297135.2	22255	557
NM_001169161.3	0.0	845	91	85.143	XM_039297135.2	22255	875
NM_001169161.3	0.0	811	91	86.561	XM_039297135.2	22255	759
NM_001169161.3	0.0	774	91	91.607	XM_039297135.2	22255	560
NM_001169161.3	0.0	736	91	84.291	XM_039297135.2	22255	783
NM_001169161.3	0.0	688	91	83.128	XM_039297135.2	22255	812
NM_001169161.3	0.0	678	91	88.551	XM_039297135.2	22255	559
NM_001169161.3	0.0	656	91	85.561	XM_039297135.2	22255	651
NM_001169161.3	0.0	647	91	84.000	XM_039297135.2	22255	700
NM_001169161.3	0.0	640	91	82.984	XM_039297135.2	22255	764
NM_001169161.3	5.61e-176	621	91	96.084	XM_039297135.2	22255	383
NM_001169161.3	9.38e-174	614	91	91.314	XM_039297135.2	22255	449
NM_001169161.3	3.38e-173	612	91	82.307	XM_039297135.2	22255	763
NM_001169161.3	4.40e-167	592	91	83.308	XM_039297135.2	22255	671
NM_001169161.3	3.42e-163	579	91	84.477	XM_039297135.2	22255	612
NM_001169161.3	5.81e-151	538	91	86.320	XM_039297135.2	22255	519
NM_001169161.3	1.63e-146	523	91	85.102	XM_039297135.2	22255	537
NM_001169161.3	2.72e-144	516	91	85.549	XM_039297135.2	22255	519
NM_001169161.3	1.27e-142	510	91	81.143	XM_039297135.2	22255	700
NM_001169161.3	5.89e-141	505	91	85.029	XM_039297135.2	22255	521
NM_001169161.3	1.28e-137	494	91	84.645	XM_039297135.2	22255	521
NM_001169161.3	1.28e-137	494	91	84.674	XM_039297135.2	22255	522
NM_001169161.3	4.62e-132	475	91	82.888	XM_039297135.2	22255	561
NM_001169161.3	6.02e-126	455	91	83.301	XM_039297135.2	22255	521
NM_001169161.3	4.69e-122	442	91	90.237	XM_039297135.2	22255	338
NM_001169161.3	2.84e-114	416	91	80.985	XM_039297135.2	22255	589
NM_001169161.3	3.67e-113	412	91	88.724	XM_039297135.2	22255	337
NM_001169161.3	4.75e-112	409	91	87.088	XM_039297135.2	22255	364
NM_001169161.3	7.95e-110	401	91	84.742	XM_039297135.2	22255	426
NM_001169161.3	2.86e-109	399	91	87.941	XM_039297135.2	22255	340
NM_001169161.3	2.24e-100	370	91	83.256	XM_039297135.2	22255	430
NM_001169161.3	1.76e-91	340	91	83.836	XM_039297135.2	22255	365
NM_001169161.3	4.92e-87	326	91	81.395	XM_039297135.2	22255	430
NM_001169161.3	4.96e-82	309	91	91.189	XM_039297135.2	22255	227
NM_001169161.3	3.86e-78	296	91	81.538	XM_039297135.2	22255	390
NM_001169161.3	6.46e-76	289	91	92.157	XM_039297135.2	22255	204
NM_001169161.3	6.46e-76	289	91	92.157	XM_039297135.2	22255	204
NM_001169161.3	1.08e-73	281	91	91.626	XM_039297135.2	22255	203
NM_001169161.3	6.51e-71	272	91	90.686	XM_039297135.2	22255	204
NM_001169161.3	5.07e-67	259	91	89.655	XM_039297135.2	22255	203
NM_001169161.3	1.10e-63	248	91	87.500	XM_039297135.2	22255	216
NM_001169161.3	5.10e-62	243	91	90.270	XM_039297135.2	22255	185
NM_001169161.3	6.74e-46	189	91	90.345	XM_039297135.2	22255	145
NM_001169161.3	4.06e-43	180	91	89.510	XM_039297135.2	22255	143
NM_001169161.3	5.28e-37	159	91	90.756	XM_039297135.2	22255	119
NM_001169161.3	1.48e-32	145	91	85.211	XM_039297135.2	22255	142
NM_001169161.3	8.91e-30	135	91	91.753	XM_039297135.2	22255	97
NM_001169161.3	3.20e-29	134	91	91.667	XM_039297135.2	22255	96
NM_001169161.3	1.49e-27	128	91	91.398	XM_039297135.2	22255	93
NM_001169161.3	2.49e-25	121	91	90.217	XM_039297135.2	22255	92
NM_001169161.3	1.17e-18	99.0	91	86.517	XM_039297135.2	22255	89
NM_001169161.3	0.0	1947	6	95.927	XM_039297186.2	22255	1203
NM_001169161.3	1.42e-62	244	6	97.222	XM_039297186.2	22255	144
NM_001300201.1	0.0	3304	100	97.907	XM_039293381.2	1911	1911
NM_001300201.1	5.49e-77	289	15	85.211	XM_016169169.3	1911	284
NM_079054.5	0.0	7302	97	91.198	XM_016181688.2	5684	5408
NM_079054.5	8.16e-30	134	97	84.892	XM_016181688.2	5684	139
NM_001144287.2	0.0	2815	74	97.139	XM_016168921.2	2244	1678
NM_079177.4	0.0	632	100	96.134	XM_002083456.3	387	388
NM_079177.4	6.55e-55	213	41	90.625	XM_002083445.4	387	160
NM_079177.4	3.07e-48	191	56	82.511	XM_016170297.3	387	223
NM_057746.4	0.0	5153	98	93.759	XM_002104138.4	3499	3445
NM_080188.3	0.0	3759	100	95.551	XM_039294840.2	2347	2360
NM_080188.3	0.0	3539	93	95.976	XM_016175189.3	2347	2187
NM_080188.3	0.0	3467	93	95.308	XM_016176842.3	2347	2195
NM_080188.3	0.0	3456	93	95.216	XM_039295953.2	2347	2195
NM_080188.3	0.0	1151	78	78.128	XM_016174824.3	2347	1838
NM_080188.3	0.0	767	67	75.648	XM_002103582.4	2347	1581
NM_001272275.1	0.0	7153	61	90.371	XM_016173345.3	9166	5629
NM_001363931.1	0.0	2756	99	99.343	XM_044922417.1	1525	1522
NM_057678.5	0.0	4436	94	95.144	XM_002102937.3	2996	2842
NM_057678.5	8.40e-97	355	7	97.156	XM_002102936.4	2996	211
NM_057678.5	1.23e-10	69.4	1	97.500	XM_002077625.4	2996	40
NM_057220.3	0.0	2896	99	97.106	XM_016178629.3	1718	1728
NM_057460.4	0.0	726	100	93.347	XM_016168445.3	496	496
NM_057460.4	0.0	721	100	93.145	XM_039292896.2	496	496
NM_079549.3	0.0	4848	100	96.513	XM_002104274.4	2919	2954
NM_001276137.1	0.0	4554	100	96.726	XM_002105295.4	2747	2749
NM_057384.4	0.0	2874	99	97.951	XM_002079514.4	1668	1659
NM_001169167.2	0.0	6207	88	97.053	XM_039297151.2	4188	3699
NM_166959.2	0.0	11572	86	92.429	XM_039298056.2	9576	8361
NM_134291.5	0.0	2723	100	96.491	XM_016178062.2	1653	1653
NM_134291.5	1.38e-42	174	6	97.087	XR_005543487.1	1653	103
NM_001170177.2	0.0	5201	87	97.189	XM_016176451.3	3554	3095
NM_078559.3	0.0	12979	100	95.331	XM_039296482.2	8171	8182
NM_078601.4	0.0	7526	98	95.266	XM_039298094.2	9269	4816
NM_078601.4	0.0	6807	98	96.861	XM_039298094.2	9269	4078
NM_078601.4	1.64e-63	246	98	93.976	XM_039298094.2	9269	166
NM_078601.4	2.88e-26	122	98	92.045	XM_039298094.2	9269	88
NM_001272690.1	0.0	6475	99	99.085	XM_039297651.2	6849	3606
NM_001272690.1	0.0	5437	99	98.951	XM_039297651.2	6849	3050
NM_001272690.1	2.51e-90	335	99	99.457	XM_039297651.2	6849	184
NM_001273913.2	0.0	3061	99	97.501	XM_039292394.2	3908	1801
NM_001273913.2	0.0	2276	99	96.542	XM_039292394.2	3908	1388
NM_001273913.2	0.0	1240	99	97.143	XM_039292394.2	3908	735
NM_001273913.2	1.58e-20	102	1	98.276	XR_006541619.1	3908	58
NM_001274917.1	0.0	4623	89	96.426	XM_016169548.3	3145	2826
NM_001274917.1	1.24e-35	152	3	96.774	XM_016169543.3	3145	93
NM_001042818.4	0.0	9575	54	97.065	XM_039297798.2	10439	5690
NM_169852.2	0.0	3053	100	95.728	XM_002102822.4	1896	1896
NM_001273498.1	0.0	13119	99	96.402	XM_016180072.3	7987	7976
NM_078719.4	0.0	6128	100	94.514	XM_002077579.3	4008	4010
NM_078719.4	5.62e-45	183	5	85.354	XM_002077580.4	4008	198
NM_079793.3	0.0	1105	100	95.906	XM_002105013.3	680	684
NM_001300629.1	0.0	9867	99	97.264	XM_016174593.3	5831	5849
NM_169441.2	0.0	3880	100	96.072	XM_016176842.3	2382	2393
NM_169441.2	0.0	3879	100	96.072	XM_039295953.2	2382	2393
NM_169441.2	0.0	3542	92	95.860	XM_039294840.2	2382	2198
NM_169441.2	0.0	3530	92	95.767	XM_016175189.3	2382	2197
NM_169441.2	0.0	1212	77	78.738	XM_016174824.3	2382	1839
NM_169441.2	0.0	811	65	76.343	XM_002103582.4	2382	1564
NM_001014576.2	0.0	5869	97	96.379	XM_039294034.2	3697	3590
NM_079737.3	0.0	5092	77	95.683	XM_016174878.3	4074	3197
NM_079390.3	3.71e-159	560	100	94.986	XM_002085127.3	687	359
NM_079390.3	2.28e-141	501	100	93.472	XM_002085127.3	687	337
NM_079390.3	2.66e-31	135	11	100.000	XM_002085126.4	687	73
NM_001014693.2	0.0	5627	99	95.937	XM_016180674.3	3462	3495
NM_001382008.1	0.0	2115	31	96.429	XM_044923379.1	4140	1288
NM_001382008.1	9.65e-48	193	4	88.608	XM_039294541.2	4140	158
NM_001382008.1	1.26e-41	172	4	83.422	XM_002102376.4	4140	187
NM_001382008.1	1.27e-36	156	4	84.615	XM_016176568.3	4140	156
NM_001382008.1	9.86e-33	143	4	83.226	XM_002102380.4	4140	155
NM_079857.4	0.0	3260	100	96.560	XM_002105521.4	1965	1977
NM_001274055.1	0.0	5664	99	95.617	XM_039292783.2	4573	3559
NM_001274055.1	0.0	1520	99	95.025	XM_039292783.2	4573	985
NM_001276068.1	0.0	1147	73	96.667	XM_002105055.4	1169	690
NM_001276068.1	7.26e-69	261	73	94.318	XM_002105055.4	1169	176
NM_080059.3	0.0	3877	100	96.143	XM_016176842.3	2375	2385
NM_080059.3	0.0	3877	100	96.143	XM_039295953.2	2375	2385
NM_080059.3	0.0	3546	92	95.904	XM_039294840.2	2375	2197
NM_080059.3	0.0	3533	92	95.811	XM_016175189.3	2375	2196
NM_080059.3	0.0	1212	77	78.738	XM_016174824.3	2375	1839
NM_080059.3	0.0	811	65	76.343	XM_002103582.4	2375	1564
NM_001103397.3	0.0	5784	80	97.336	XM_016173323.3	4247	3416
NM_164693.2	0.0	5177	99	96.995	XM_002078351.3	3075	3095
NM_057414.4	0.0	4780	100	94.174	XM_016167309.3	3131	3158
NM_001300026.1	0.0	5498	82	98.465	XM_002083851.4	3806	3127
NM_001258964.2	0.0	4693	94	92.767	XM_016184192.3	3504	3332
NM_001273362.1	0.0	5788	80	96.640	XM_016179851.3	4395	3512
NM_165445.4	0.0	4671	96	94.628	XM_002080206.4	4114	3053
NM_165445.4	0.0	1170	96	93.103	XM_002080206.4	4114	812
NM_165445.4	4.25e-81	303	96	97.740	XM_002080206.4	4114	177
NM_079288.3	0.0	1144	100	97.463	XM_002084291.4	670	670
NM_079306.4	0.0	3917	100	94.587	XM_002084518.4	2555	2568
NM_206544.2	0.0	2505	99	91.020	XM_002104471.4	1870	1882
NM_206544.2	3.54e-09	63.9	2	100.000	XM_002104472.4	1870	34
NM_080356.4	0.0	3899	100	93.524	XM_002107255.4	2642	2656
NM_057527.4	0.0	4634	97	94.774	XM_002079017.4	3073	2985
NM_057527.4	4.04e-90	333	6	97.927	XM_016179966.3	3073	193
NM_001274163.1	0.0	4072	89	95.959	XM_002082204.4	2804	2524
NM_001274163.1	4.90e-69	263	5	100.000	XM_002082203.4	2804	142
NM_170524.2	0.0	8037	99	94.231	XM_039295197.2	5803	5356
NM_170524.2	0.0	725	99	95.043	XM_039295197.2	5803	464
NM_078564.3	0.0	7782	100	94.377	XM_016172735.3	5055	5122
NM_164477.3	0.0	1594	40	98.455	XM_016179161.3	2491	906
NM_164477.3	4.57e-34	147	40	100.000	XM_016179161.3	2491	79
NM_164966.3	0.0	10209	99	96.954	XM_039292502.2	6118	6107
NM_080483.3	0.0	3395	99	97.490	XM_002085372.4	1993	1992
NM_080483.3	3.03e-164	579	69	74.625	XM_002078661.2	1993	1399
NM_079511.5	0.0	3112	99	95.863	XM_016175962.3	1929	1934
NM_169213.2	0.0	2001	99	96.464	XM_016174968.3	1223	1216
NM_057605.5	0.0	11928	89	96.792	XM_016176809.3	7980	7201
NM_057605.5	0.0	662	5	95.012	XR_005544151.2	7980	421
NM_001300663.1	0.0	3792	87	95.552	XM_039294457.2	2720	2383
NM_001300663.1	4.18e-159	562	13	96.210	XM_039294448.2	2720	343
NM_001300663.1	2.94e-46	187	4	100.000	XM_002105362.4	2720	101
NM_057420.4	0.0	6700	99	96.325	XM_016174305.3	4129	4109
NM_165279.2	0.0	3426	100	96.451	XM_016178102.3	2085	2085
NM_165279.2	8.20e-36	152	4	98.837	XM_016180372.3	2085	86
NM_001260088.1	0.0	5683	76	97.025	XM_016177066.3	4426	3395
NM_079293.4	0.0	2558	99	89.980	XM_002084314.4	2015	2006
NM_079413.3	0.0	1236	74	93.976	XM_039293616.2	1699	830
NM_079413.3	0.0	708	74	96.729	XM_039293616.2	1699	428
NM_001260169.2	0.0	5036	88	95.114	XM_016176739.3	3682	3213
NM_001260169.2	1.48e-25	119	88	100.000	XM_016176739.3	3682	64
NM_079789.3	0.0	1328	99	97.917	XM_002104978.3	769	768
NM_080079.3	0.0	4133	100	97.145	XM_002084730.4	2451	2452
NM_080079.3	5.53e-68	259	12	82.237	XM_016179681.3	2451	304
NM_141952.2	0.0	3548	93	95.514	XM_039294840.2	2386	2229
NM_141952.2	0.0	3528	91	95.885	XM_016175189.3	2386	2187
